L,mc,T,Jhash,observable,parameter,value
32,33,0.900000,6ecf6a6a,"Correlation",1000,0.372713
32,39,0.900000,6ecf6a6a,"Correlation",1,0.827361
32,39,0.900000,6ecf6a6a,"Correlation",2,0.818641
32,39,0.900000,6ecf6a6a,"Correlation",3,0.799848
32,39,0.900000,6ecf6a6a,"Correlation",4,0.803449
32,39,0.900000,6ecf6a6a,"Correlation",5,0.778608
32,39,0.900000,6ecf6a6a,"Correlation",6,0.786534
32,39,0.900000,6ecf6a6a,"Correlation",7,0.764503
32,39,0.900000,6ecf6a6a,"Correlation",8,0.769058
32,39,0.900000,6ecf6a6a,"Correlation",9,0.756438
32,39,0.900000,6ecf6a6a,"Correlation",10,0.755659
32,39,0.900000,6ecf6a6a,"Correlation",12,0.749026
32,39,0.900000,6ecf6a6a,"Correlation",14,0.735543
32,39,0.900000,6ecf6a6a,"Correlation",16,0.727495
32,39,0.900000,6ecf6a6a,"Correlation",19,0.713547
32,39,0.900000,6ecf6a6a,"Correlation",22,0.709176
32,39,0.900000,6ecf6a6a,"Correlation",25,0.698315
32,39,0.900000,6ecf6a6a,"Correlation",29,0.687148
32,39,0.900000,6ecf6a6a,"Correlation",33,0.679083
32,39,0.900000,6ecf6a6a,"Correlation",39,0.667056
32,39,0.900000,6ecf6a6a,"Correlation",44,0.659738
32,39,0.900000,6ecf6a6a,"Correlation",51,0.645287
32,39,0.900000,6ecf6a6a,"Correlation",59,0.633760
32,39,0.900000,6ecf6a6a,"Correlation",68,0.622672
32,39,0.900000,6ecf6a6a,"Correlation",79,0.608541
32,39,0.900000,6ecf6a6a,"Correlation",91,0.594575
32,39,0.900000,6ecf6a6a,"Correlation",104,0.580933
32,39,0.900000,6ecf6a6a,"Correlation",120,0.570478
32,39,0.900000,6ecf6a6a,"Correlation",138,0.555786
32,39,0.900000,6ecf6a6a,"Correlation",159,0.544721
32,39,0.900000,6ecf6a6a,"Correlation",184,0.532898
32,39,0.900000,6ecf6a6a,"Correlation",212,0.517918
32,39,0.900000,6ecf6a6a,"Correlation",244,0.505830
32,39,0.900000,6ecf6a6a,"Correlation",281,0.493676
32,39,0.900000,6ecf6a6a,"Correlation",323,0.483361
32,39,0.900000,6ecf6a6a,"Correlation",372,0.468672
32,39,0.900000,6ecf6a6a,"Correlation",429,0.454613
32,39,0.900000,6ecf6a6a,"Correlation",494,0.443726
32,39,0.900000,6ecf6a6a,"Correlation",568,0.430388
32,39,0.900000,6ecf6a6a,"Correlation",655,0.417562
32,39,0.900000,6ecf6a6a,"Correlation",754,0.409613
32,39,0.900000,6ecf6a6a,"Correlation",868,0.399129
32,39,0.900000,6ecf6a6a,"Correlation",1000,0.383682
32,44,0.900000,6ecf6a6a,"Correlation",1,0.830343
32,44,0.900000,6ecf6a6a,"Correlation",2,0.821083
32,44,0.900000,6ecf6a6a,"Correlation",3,0.801467
32,44,0.900000,6ecf6a6a,"Correlation",4,0.805420
32,44,0.900000,6ecf6a6a,"Correlation",5,0.782279
32,44,0.900000,6ecf6a6a,"Correlation",6,0.790583
32,44,0.900000,6ecf6a6a,"Correlation",7,0.770159
32,44,0.900000,6ecf6a6a,"Correlation",8,0.773955
32,44,0.900000,6ecf6a6a,"Correlation",9,0.760332
32,44,0.900000,6ecf6a6a,"Correlation",10,0.759417
32,44,0.900000,6ecf6a6a,"Correlation",12,0.754482
32,44,0.900000,6ecf6a6a,"Correlation",14,0.741708
32,44,0.900000,6ecf6a6a,"Correlation",16,0.735195
32,44,0.900000,6ecf6a6a,"Correlation",19,0.723252
32,44,0.900000,6ecf6a6a,"Correlation",22,0.716771
32,44,0.900000,6ecf6a6a,"Correlation",25,0.706264
32,44,0.900000,6ecf6a6a,"Correlation",29,0.695778
32,44,0.900000,6ecf6a6a,"Correlation",33,0.685419
32,44,0.900000,6ecf6a6a,"Correlation",39,0.676650
32,44,0.900000,6ecf6a6a,"Correlation",44,0.667358
32,44,0.900000,6ecf6a6a,"Correlation",51,0.656843
32,44,0.900000,6ecf6a6a,"Correlation",59,0.643328
32,44,0.900000,6ecf6a6a,"Correlation",68,0.633341
32,44,0.900000,6ecf6a6a,"Correlation",79,0.620919
32,44,0.900000,6ecf6a6a,"Correlation",91,0.606849
32,44,0.900000,6ecf6a6a,"Correlation",104,0.594294
32,44,0.900000,6ecf6a6a,"Correlation",120,0.582552
32,44,0.900000,6ecf6a6a,"Correlation",138,0.569644
32,44,0.900000,6ecf6a6a,"Correlation",159,0.556536
32,44,0.900000,6ecf6a6a,"Correlation",184,0.544355
32,44,0.900000,6ecf6a6a,"Correlation",212,0.530445
32,44,0.900000,6ecf6a6a,"Correlation",244,0.517078
32,44,0.900000,6ecf6a6a,"Correlation",281,0.506304
32,44,0.900000,6ecf6a6a,"Correlation",323,0.495135
32,44,0.900000,6ecf6a6a,"Correlation",372,0.482643
32,44,0.900000,6ecf6a6a,"Correlation",429,0.468814
32,44,0.900000,6ecf6a6a,"Correlation",494,0.455314
32,44,0.900000,6ecf6a6a,"Correlation",568,0.441261
32,44,0.900000,6ecf6a6a,"Correlation",655,0.431158
32,44,0.900000,6ecf6a6a,"Correlation",754,0.419445
32,44,0.900000,6ecf6a6a,"Correlation",868,0.408662
32,44,0.900000,6ecf6a6a,"Correlation",1000,0.394831
32,51,0.900000,6ecf6a6a,"Correlation",1,0.830590
32,51,0.900000,6ecf6a6a,"Correlation",2,0.821025
32,51,0.900000,6ecf6a6a,"Correlation",3,0.801275
32,51,0.900000,6ecf6a6a,"Correlation",4,0.806443
32,51,0.900000,6ecf6a6a,"Correlation",5,0.781837
32,51,0.900000,6ecf6a6a,"Correlation",6,0.790431
32,51,0.900000,6ecf6a6a,"Correlation",7,0.769023
32,51,0.900000,6ecf6a6a,"Correlation",8,0.775568
32,51,0.900000,6ecf6a6a,"Correlation",9,0.763114
32,51,0.900000,6ecf6a6a,"Correlation",10,0.763774
32,51,0.900000,6ecf6a6a,"Correlation",12,0.759600
32,51,0.900000,6ecf6a6a,"Correlation",14,0.748364
32,51,0.900000,6ecf6a6a,"Correlation",16,0.739996
32,51,0.900000,6ecf6a6a,"Correlation",19,0.725850
32,51,0.900000,6ecf6a6a,"Correlation",22,0.719767
32,51,0.900000,6ecf6a6a,"Correlation",25,0.710286
32,51,0.900000,6ecf6a6a,"Correlation",29,0.703404
32,51,0.900000,6ecf6a6a,"Correlation",33,0.695618
32,51,0.900000,6ecf6a6a,"Correlation",39,0.683039
32,51,0.900000,6ecf6a6a,"Correlation",44,0.675810
32,51,0.900000,6ecf6a6a,"Correlation",51,0.662455
32,51,0.900000,6ecf6a6a,"Correlation",59,0.653134
32,51,0.900000,6ecf6a6a,"Correlation",68,0.639474
32,51,0.900000,6ecf6a6a,"Correlation",79,0.627066
32,51,0.900000,6ecf6a6a,"Correlation",91,0.616112
32,51,0.900000,6ecf6a6a,"Correlation",104,0.606358
32,51,0.900000,6ecf6a6a,"Correlation",120,0.591570
32,51,0.900000,6ecf6a6a,"Correlation",138,0.580401
32,51,0.900000,6ecf6a6a,"Correlation",159,0.566136
32,51,0.900000,6ecf6a6a,"Correlation",184,0.551281
32,51,0.900000,6ecf6a6a,"Correlation",212,0.539963
32,51,0.900000,6ecf6a6a,"Correlation",244,0.527306
32,51,0.900000,6ecf6a6a,"Correlation",281,0.518488
32,51,0.900000,6ecf6a6a,"Correlation",323,0.507060
32,51,0.900000,6ecf6a6a,"Correlation",372,0.492830
32,51,0.900000,6ecf6a6a,"Correlation",429,0.480504
32,51,0.900000,6ecf6a6a,"Correlation",494,0.469096
32,51,0.900000,6ecf6a6a,"Correlation",568,0.453296
32,51,0.900000,6ecf6a6a,"Correlation",655,0.442455
32,51,0.900000,6ecf6a6a,"Correlation",754,0.431591
32,51,0.900000,6ecf6a6a,"Correlation",868,0.420462
32,51,0.900000,6ecf6a6a,"Correlation",1000,0.406282
32,59,0.900000,6ecf6a6a,"Correlation",1,0.831976
32,59,0.900000,6ecf6a6a,"Correlation",2,0.824329
32,59,0.900000,6ecf6a6a,"Correlation",3,0.805934
32,59,0.900000,6ecf6a6a,"Correlation",4,0.810710
32,59,0.900000,6ecf6a6a,"Correlation",5,0.786211
32,59,0.900000,6ecf6a6a,"Correlation",6,0.797660
32,59,0.900000,6ecf6a6a,"Correlation",7,0.775019
32,59,0.900000,6ecf6a6a,"Correlation",8,0.780962
32,59,0.900000,6ecf6a6a,"Correlation",9,0.769848
32,59,0.900000,6ecf6a6a,"Correlation",10,0.768895
32,59,0.900000,6ecf6a6a,"Correlation",12,0.762948
32,59,0.900000,6ecf6a6a,"Correlation",14,0.751415
32,59,0.900000,6ecf6a6a,"Correlation",16,0.744667
32,59,0.900000,6ecf6a6a,"Correlation",19,0.732271
32,59,0.900000,6ecf6a6a,"Correlation",22,0.729242
32,59,0.900000,6ecf6a6a,"Correlation",25,0.719203
32,59,0.900000,6ecf6a6a,"Correlation",29,0.709470
32,59,0.900000,6ecf6a6a,"Correlation",33,0.699652
32,59,0.900000,6ecf6a6a,"Correlation",39,0.690656
32,59,0.900000,6ecf6a6a,"Correlation",44,0.681318
32,59,0.900000,6ecf6a6a,"Correlation",51,0.673343
32,59,0.900000,6ecf6a6a,"Correlation",59,0.660566
32,59,0.900000,6ecf6a6a,"Correlation",68,0.650725
32,59,0.900000,6ecf6a6a,"Correlation",79,0.636021
32,59,0.900000,6ecf6a6a,"Correlation",91,0.626331
32,59,0.900000,6ecf6a6a,"Correlation",104,0.616380
32,59,0.900000,6ecf6a6a,"Correlation",120,0.602330
32,59,0.900000,6ecf6a6a,"Correlation",138,0.593099
32,59,0.900000,6ecf6a6a,"Correlation",159,0.579857
32,59,0.900000,6ecf6a6a,"Correlation",184,0.566136
32,59,0.900000,6ecf6a6a,"Correlation",212,0.553057
32,59,0.900000,6ecf6a6a,"Correlation",244,0.538969
32,59,0.900000,6ecf6a6a,"Correlation",281,0.531709
32,59,0.900000,6ecf6a6a,"Correlation",323,0.518680
32,59,0.900000,6ecf6a6a,"Correlation",372,0.506307
32,59,0.900000,6ecf6a6a,"Correlation",429,0.495082
32,59,0.900000,6ecf6a6a,"Correlation",494,0.480338
32,59,0.900000,6ecf6a6a,"Correlation",568,0.468538
32,59,0.900000,6ecf6a6a,"Correlation",655,0.455482
32,59,0.900000,6ecf6a6a,"Correlation",754,0.444792
32,59,0.900000,6ecf6a6a,"Correlation",868,0.432225
32,59,0.900000,6ecf6a6a,"Correlation",1000,0.421186
32,68,0.900000,6ecf6a6a,"Correlation",1,0.831142
32,68,0.900000,6ecf6a6a,"Correlation",2,0.823216
32,68,0.900000,6ecf6a6a,"Correlation",3,0.804594
32,68,0.900000,6ecf6a6a,"Correlation",4,0.811172
32,68,0.900000,6ecf6a6a,"Correlation",5,0.786447
32,68,0.900000,6ecf6a6a,"Correlation",6,0.798529
32,68,0.900000,6ecf6a6a,"Correlation",7,0.776617
32,68,0.900000,6ecf6a6a,"Correlation",8,0.781448
32,68,0.900000,6ecf6a6a,"Correlation",9,0.768438
32,68,0.900000,6ecf6a6a,"Correlation",10,0.772336
32,68,0.900000,6ecf6a6a,"Correlation",12,0.767828
32,68,0.900000,6ecf6a6a,"Correlation",14,0.757208
32,68,0.900000,6ecf6a6a,"Correlation",16,0.750410
32,68,0.900000,6ecf6a6a,"Correlation",19,0.737674
32,68,0.900000,6ecf6a6a,"Correlation",22,0.730466
32,68,0.900000,6ecf6a6a,"Correlation",25,0.722351
32,68,0.900000,6ecf6a6a,"Correlation",29,0.713280
32,68,0.900000,6ecf6a6a,"Correlation",33,0.704099
32,68,0.900000,6ecf6a6a,"Correlation",39,0.696946
32,68,0.900000,6ecf6a6a,"Correlation",44,0.689517
32,68,0.900000,6ecf6a6a,"Correlation",51,0.677566
32,68,0.900000,6ecf6a6a,"Correlation",59,0.668870
32,68,0.900000,6ecf6a6a,"Correlation",68,0.655326
32,68,0.900000,6ecf6a6a,"Correlation",79,0.641927
32,68,0.900000,6ecf6a6a,"Correlation",91,0.633998
32,68,0.900000,6ecf6a6a,"Correlation",104,0.625584
32,68,0.900000,6ecf6a6a,"Correlation",120,0.611898
32,68,0.900000,6ecf6a6a,"Correlation",138,0.600909
32,68,0.900000,6ecf6a6a,"Correlation",159,0.588670
32,68,0.900000,6ecf6a6a,"Correlation",184,0.576875
32,68,0.900000,6ecf6a6a,"Correlation",212,0.562747
32,68,0.900000,6ecf6a6a,"Correlation",244,0.550868
32,68,0.900000,6ecf6a6a,"Correlation",281,0.543631
32,68,0.900000,6ecf6a6a,"Correlation",323,0.530948
32,68,0.900000,6ecf6a6a,"Correlation",372,0.518331
32,68,0.900000,6ecf6a6a,"Correlation",429,0.505223
32,68,0.900000,6ecf6a6a,"Correlation",494,0.494696
32,68,0.900000,6ecf6a6a,"Correlation",568,0.480576
32,68,0.900000,6ecf6a6a,"Correlation",655,0.465785
32,68,0.900000,6ecf6a6a,"Correlation",754,0.454070
32,68,0.900000,6ecf6a6a,"Correlation",868,0.442830
32,68,0.900000,6ecf6a6a,"Correlation",1000,0.431891
32,79,0.900000,6ecf6a6a,"Correlation",1,0.833211
32,79,0.900000,6ecf6a6a,"Correlation",2,0.826140
32,79,0.900000,6ecf6a6a,"Correlation",3,0.810146
32,79,0.900000,6ecf6a6a,"Correlation",4,0.815095
32,79,0.900000,6ecf6a6a,"Correlation",5,0.789804
32,79,0.900000,6ecf6a6a,"Correlation",6,0.801174
32,79,0.900000,6ecf6a6a,"Correlation",7,0.779532
32,79,0.900000,6ecf6a6a,"Correlation",8,0.787217
32,79,0.900000,6ecf6a6a,"Correlation",9,0.776245
32,79,0.900000,6ecf6a6a,"Correlation",10,0.776774
32,79,0.900000,6ecf6a6a,"Correlation",12,0.770310
32,79,0.900000,6ecf6a6a,"Correlation",14,0.758792
32,79,0.900000,6ecf6a6a,"Correlation",16,0.751883
32,79,0.900000,6ecf6a6a,"Correlation",19,0.739441
32,79,0.900000,6ecf6a6a,"Correlation",22,0.734715
32,79,0.900000,6ecf6a6a,"Correlation",25,0.724037
32,79,0.900000,6ecf6a6a,"Correlation",29,0.718645
32,79,0.900000,6ecf6a6a,"Correlation",33,0.711298
32,79,0.900000,6ecf6a6a,"Correlation",39,0.701021
32,79,0.900000,6ecf6a6a,"Correlation",44,0.692307
32,79,0.900000,6ecf6a6a,"Correlation",51,0.681766
32,79,0.900000,6ecf6a6a,"Correlation",59,0.672512
32,79,0.900000,6ecf6a6a,"Correlation",68,0.661918
32,79,0.900000,6ecf6a6a,"Correlation",79,0.652315
32,79,0.900000,6ecf6a6a,"Correlation",91,0.642473
32,79,0.900000,6ecf6a6a,"Correlation",104,0.632086
32,79,0.900000,6ecf6a6a,"Correlation",120,0.621001
32,79,0.900000,6ecf6a6a,"Correlation",138,0.612124
32,79,0.900000,6ecf6a6a,"Correlation",159,0.597639
32,79,0.900000,6ecf6a6a,"Correlation",184,0.585891
32,79,0.900000,6ecf6a6a,"Correlation",212,0.575483
32,79,0.900000,6ecf6a6a,"Correlation",244,0.563020
32,79,0.900000,6ecf6a6a,"Correlation",281,0.554167
32,79,0.900000,6ecf6a6a,"Correlation",323,0.538365
32,79,0.900000,6ecf6a6a,"Correlation",372,0.527931
32,79,0.900000,6ecf6a6a,"Correlation",429,0.516552
32,79,0.900000,6ecf6a6a,"Correlation",494,0.504421
32,79,0.900000,6ecf6a6a,"Correlation",568,0.491336
32,79,0.900000,6ecf6a6a,"Correlation",655,0.475051
32,79,0.900000,6ecf6a6a,"Correlation",754,0.465155
32,79,0.900000,6ecf6a6a,"Correlation",868,0.450399
32,79,0.900000,6ecf6a6a,"Correlation",1000,0.440462
32,91,0.900000,6ecf6a6a,"Correlation",1,0.831444
32,91,0.900000,6ecf6a6a,"Correlation",2,0.823751
32,91,0.900000,6ecf6a6a,"Correlation",3,0.806585
32,91,0.900000,6ecf6a6a,"Correlation",4,0.812035
32,91,0.900000,6ecf6a6a,"Correlation",5,0.787667
32,91,0.900000,6ecf6a6a,"Correlation",6,0.800741
32,91,0.900000,6ecf6a6a,"Correlation",7,0.779457
32,91,0.900000,6ecf6a6a,"Correlation",8,0.786572
32,91,0.900000,6ecf6a6a,"Correlation",9,0.774144
32,91,0.900000,6ecf6a6a,"Correlation",10,0.773103
32,91,0.900000,6ecf6a6a,"Correlation",12,0.768200
32,91,0.900000,6ecf6a6a,"Correlation",14,0.757990
32,91,0.900000,6ecf6a6a,"Correlation",16,0.756005
32,91,0.900000,6ecf6a6a,"Correlation",19,0.744449
32,91,0.900000,6ecf6a6a,"Correlation",22,0.737633
32,91,0.900000,6ecf6a6a,"Correlation",25,0.730794
32,91,0.900000,6ecf6a6a,"Correlation",29,0.721453
32,91,0.900000,6ecf6a6a,"Correlation",33,0.715608
32,91,0.900000,6ecf6a6a,"Correlation",39,0.704349
32,91,0.900000,6ecf6a6a,"Correlation",44,0.698542
32,91,0.900000,6ecf6a6a,"Correlation",51,0.689854
32,91,0.900000,6ecf6a6a,"Correlation",59,0.680260
32,91,0.900000,6ecf6a6a,"Correlation",68,0.671294
32,91,0.900000,6ecf6a6a,"Correlation",79,0.661633
32,91,0.900000,6ecf6a6a,"Correlation",91,0.650391
32,91,0.900000,6ecf6a6a,"Correlation",104,0.639893
32,91,0.900000,6ecf6a6a,"Correlation",120,0.631542
32,91,0.900000,6ecf6a6a,"Correlation",138,0.622105
32,91,0.900000,6ecf6a6a,"Correlation",159,0.609151
32,91,0.900000,6ecf6a6a,"Correlation",184,0.596499
32,91,0.900000,6ecf6a6a,"Correlation",212,0.584743
32,91,0.900000,6ecf6a6a,"Correlation",244,0.578619
32,91,0.900000,6ecf6a6a,"Correlation",281,0.562808
32,91,0.900000,6ecf6a6a,"Correlation",323,0.550014
32,91,0.900000,6ecf6a6a,"Correlation",372,0.536833
32,91,0.900000,6ecf6a6a,"Correlation",429,0.529692
32,91,0.900000,6ecf6a6a,"Correlation",494,0.515584
32,91,0.900000,6ecf6a6a,"Correlation",568,0.500049
32,91,0.900000,6ecf6a6a,"Correlation",655,0.485628
32,91,0.900000,6ecf6a6a,"Correlation",754,0.476879
32,91,0.900000,6ecf6a6a,"Correlation",868,0.462754
32,91,0.900000,6ecf6a6a,"Correlation",1000,0.451236
32,104,0.900000,6ecf6a6a,"Correlation",1,0.833182
32,104,0.900000,6ecf6a6a,"Correlation",2,0.827192
32,104,0.900000,6ecf6a6a,"Correlation",3,0.809608
32,104,0.900000,6ecf6a6a,"Correlation",4,0.816270
32,104,0.900000,6ecf6a6a,"Correlation",5,0.791579
32,104,0.900000,6ecf6a6a,"Correlation",6,0.803057
32,104,0.900000,6ecf6a6a,"Correlation",7,0.782270
32,104,0.900000,6ecf6a6a,"Correlation",8,0.787868
32,104,0.900000,6ecf6a6a,"Correlation",9,0.776652
32,104,0.900000,6ecf6a6a,"Correlation",10,0.776948
32,104,0.900000,6ecf6a6a,"Correlation",12,0.774016
32,104,0.900000,6ecf6a6a,"Correlation",14,0.761925
32,104,0.900000,6ecf6a6a,"Correlation",16,0.756821
32,104,0.900000,6ecf6a6a,"Correlation",19,0.745963
32,104,0.900000,6ecf6a6a,"Correlation",22,0.742031
32,104,0.900000,6ecf6a6a,"Correlation",25,0.732343
32,104,0.900000,6ecf6a6a,"Correlation",29,0.724098
32,104,0.900000,6ecf6a6a,"Correlation",33,0.718610
32,104,0.900000,6ecf6a6a,"Correlation",39,0.709606
32,104,0.900000,6ecf6a6a,"Correlation",44,0.704067
32,104,0.900000,6ecf6a6a,"Correlation",51,0.698588
32,104,0.900000,6ecf6a6a,"Correlation",59,0.689848
32,104,0.900000,6ecf6a6a,"Correlation",68,0.679594
32,104,0.900000,6ecf6a6a,"Correlation",79,0.669105
32,104,0.900000,6ecf6a6a,"Correlation",91,0.658845
32,104,0.900000,6ecf6a6a,"Correlation",104,0.650074
32,104,0.900000,6ecf6a6a,"Correlation",120,0.639564
32,104,0.900000,6ecf6a6a,"Correlation",138,0.627851
32,104,0.900000,6ecf6a6a,"Correlation",159,0.618266
32,104,0.900000,6ecf6a6a,"Correlation",184,0.609035
32,104,0.900000,6ecf6a6a,"Correlation",212,0.595514
32,104,0.900000,6ecf6a6a,"Correlation",244,0.587649
32,104,0.900000,6ecf6a6a,"Correlation",281,0.572911
32,104,0.900000,6ecf6a6a,"Correlation",323,0.563517
32,104,0.900000,6ecf6a6a,"Correlation",372,0.549622
32,104,0.900000,6ecf6a6a,"Correlation",429,0.538324
32,104,0.900000,6ecf6a6a,"Correlation",494,0.525423
32,104,0.900000,6ecf6a6a,"Correlation",568,0.512024
32,104,0.900000,6ecf6a6a,"Correlation",655,0.497765
32,104,0.900000,6ecf6a6a,"Correlation",754,0.488383
32,104,0.900000,6ecf6a6a,"Correlation",868,0.473871
32,104,0.900000,6ecf6a6a,"Correlation",1000,0.462202
32,120,0.900000,6ecf6a6a,"Correlation",1,0.831671
32,120,0.900000,6ecf6a6a,"Correlation",2,0.825213
32,120,0.900000,6ecf6a6a,"Correlation",3,0.808117
32,120,0.900000,6ecf6a6a,"Correlation",4,0.815264
32,120,0.900000,6ecf6a6a,"Correlation",5,0.791853
32,120,0.900000,6ecf6a6a,"Correlation",6,0.803220
32,120,0.900000,6ecf6a6a,"Correlation",7,0.782430
32,120,0.900000,6ecf6a6a,"Correlation",8,0.787249
32,120,0.900000,6ecf6a6a,"Correlation",9,0.777257
32,120,0.900000,6ecf6a6a,"Correlation",10,0.778591
32,120,0.900000,6ecf6a6a,"Correlation",12,0.773220
32,120,0.900000,6ecf6a6a,"Correlation",14,0.763640
32,120,0.900000,6ecf6a6a,"Correlation",16,0.758132
32,120,0.900000,6ecf6a6a,"Correlation",19,0.748070
32,120,0.900000,6ecf6a6a,"Correlation",22,0.744931
32,120,0.900000,6ecf6a6a,"Correlation",25,0.736157
32,120,0.900000,6ecf6a6a,"Correlation",29,0.731701
32,120,0.900000,6ecf6a6a,"Correlation",33,0.725737
32,120,0.900000,6ecf6a6a,"Correlation",39,0.718047
32,120,0.900000,6ecf6a6a,"Correlation",44,0.711940
32,120,0.900000,6ecf6a6a,"Correlation",51,0.703724
32,120,0.900000,6ecf6a6a,"Correlation",59,0.694118
32,120,0.900000,6ecf6a6a,"Correlation",68,0.686925
32,120,0.900000,6ecf6a6a,"Correlation",79,0.678258
32,120,0.900000,6ecf6a6a,"Correlation",91,0.669477
32,120,0.900000,6ecf6a6a,"Correlation",104,0.660261
32,120,0.900000,6ecf6a6a,"Correlation",120,0.649161
32,120,0.900000,6ecf6a6a,"Correlation",138,0.642366
32,120,0.900000,6ecf6a6a,"Correlation",159,0.631781
32,120,0.900000,6ecf6a6a,"Correlation",184,0.620739
32,120,0.900000,6ecf6a6a,"Correlation",212,0.611866
32,120,0.900000,6ecf6a6a,"Correlation",244,0.599714
32,120,0.900000,6ecf6a6a,"Correlation",281,0.585615
32,120,0.900000,6ecf6a6a,"Correlation",323,0.572658
32,120,0.900000,6ecf6a6a,"Correlation",372,0.561180
32,120,0.900000,6ecf6a6a,"Correlation",429,0.551339
32,120,0.900000,6ecf6a6a,"Correlation",494,0.535685
32,120,0.900000,6ecf6a6a,"Correlation",568,0.523420
32,120,0.900000,6ecf6a6a,"Correlation",655,0.511582
32,120,0.900000,6ecf6a6a,"Correlation",754,0.501924
32,120,0.900000,6ecf6a6a,"Correlation",868,0.484796
32,120,0.900000,6ecf6a6a,"Correlation",1000,0.474801
32,138,0.900000,6ecf6a6a,"Correlation",1,0.836231
32,138,0.900000,6ecf6a6a,"Correlation",2,0.832095
32,138,0.900000,6ecf6a6a,"Correlation",3,0.814415
32,138,0.900000,6ecf6a6a,"Correlation",4,0.822449
32,138,0.900000,6ecf6a6a,"Correlation",5,0.797317
32,138,0.900000,6ecf6a6a,"Correlation",6,0.809050
32,138,0.900000,6ecf6a6a,"Correlation",7,0.788981
32,138,0.900000,6ecf6a6a,"Correlation",8,0.796349
32,138,0.900000,6ecf6a6a,"Correlation",9,0.784898
32,138,0.900000,6ecf6a6a,"Correlation",10,0.786342
32,138,0.900000,6ecf6a6a,"Correlation",12,0.782372
32,138,0.900000,6ecf6a6a,"Correlation",14,0.773100
32,138,0.900000,6ecf6a6a,"Correlation",16,0.769354
32,138,0.900000,6ecf6a6a,"Correlation",19,0.756130
32,138,0.900000,6ecf6a6a,"Correlation",22,0.754214
32,138,0.900000,6ecf6a6a,"Correlation",25,0.748338
32,138,0.900000,6ecf6a6a,"Correlation",29,0.739612
32,138,0.900000,6ecf6a6a,"Correlation",33,0.734076
32,138,0.900000,6ecf6a6a,"Correlation",39,0.724894
32,138,0.900000,6ecf6a6a,"Correlation",44,0.720212
32,138,0.900000,6ecf6a6a,"Correlation",51,0.712530
32,138,0.900000,6ecf6a6a,"Correlation",59,0.702985
32,138,0.900000,6ecf6a6a,"Correlation",68,0.693824
32,138,0.900000,6ecf6a6a,"Correlation",79,0.687230
32,138,0.900000,6ecf6a6a,"Correlation",91,0.681306
32,138,0.900000,6ecf6a6a,"Correlation",104,0.668024
32,138,0.900000,6ecf6a6a,"Correlation",120,0.662144
32,138,0.900000,6ecf6a6a,"Correlation",138,0.649931
32,138,0.900000,6ecf6a6a,"Correlation",159,0.641526
32,138,0.900000,6ecf6a6a,"Correlation",184,0.630322
32,138,0.900000,6ecf6a6a,"Correlation",212,0.621402
32,138,0.900000,6ecf6a6a,"Correlation",244,0.608541
32,138,0.900000,6ecf6a6a,"Correlation",281,0.598490
32,138,0.900000,6ecf6a6a,"Correlation",323,0.583790
32,138,0.900000,6ecf6a6a,"Correlation",372,0.574588
32,138,0.900000,6ecf6a6a,"Correlation",429,0.563023
32,138,0.900000,6ecf6a6a,"Correlation",494,0.550232
32,138,0.900000,6ecf6a6a,"Correlation",568,0.535935
32,138,0.900000,6ecf6a6a,"Correlation",655,0.524254
32,138,0.900000,6ecf6a6a,"Correlation",754,0.514494
32,138,0.900000,6ecf6a6a,"Correlation",868,0.499750
32,138,0.900000,6ecf6a6a,"Correlation",1000,0.489150
32,159,0.900000,6ecf6a6a,"Correlation",1,0.836086
32,159,0.900000,6ecf6a6a,"Correlation",2,0.831627
32,159,0.900000,6ecf6a6a,"Correlation",3,0.813788
32,159,0.900000,6ecf6a6a,"Correlation",4,0.821949
32,159,0.900000,6ecf6a6a,"Correlation",5,0.797558
32,159,0.900000,6ecf6a6a,"Correlation",6,0.809855
32,159,0.900000,6ecf6a6a,"Correlation",7,0.788255
32,159,0.900000,6ecf6a6a,"Correlation",8,0.796477
32,159,0.900000,6ecf6a6a,"Correlation",9,0.785851
32,159,0.900000,6ecf6a6a,"Correlation",10,0.786888
32,159,0.900000,6ecf6a6a,"Correlation",12,0.784029
32,159,0.900000,6ecf6a6a,"Correlation",14,0.773638
32,159,0.900000,6ecf6a6a,"Correlation",16,0.767575
32,159,0.900000,6ecf6a6a,"Correlation",19,0.753395
32,159,0.900000,6ecf6a6a,"Correlation",22,0.752845
32,159,0.900000,6ecf6a6a,"Correlation",25,0.744844
32,159,0.900000,6ecf6a6a,"Correlation",29,0.739920
32,159,0.900000,6ecf6a6a,"Correlation",33,0.735215
32,159,0.900000,6ecf6a6a,"Correlation",39,0.728614
32,159,0.900000,6ecf6a6a,"Correlation",44,0.721860
32,159,0.900000,6ecf6a6a,"Correlation",51,0.715515
32,159,0.900000,6ecf6a6a,"Correlation",59,0.708342
32,159,0.900000,6ecf6a6a,"Correlation",68,0.700992
32,159,0.900000,6ecf6a6a,"Correlation",79,0.691598
32,159,0.900000,6ecf6a6a,"Correlation",91,0.680772
32,159,0.900000,6ecf6a6a,"Correlation",104,0.674316
32,159,0.900000,6ecf6a6a,"Correlation",120,0.664833
32,159,0.900000,6ecf6a6a,"Correlation",138,0.655445
32,159,0.900000,6ecf6a6a,"Correlation",159,0.645168
