L,mc,T,Jhash,observable,parameter,value
32,8,0.900000,c8f819bd,"Correlation",91,0.452195
32,8,0.900000,c8f819bd,"Correlation",104,0.441127
32,8,0.900000,c8f819bd,"Correlation",120,0.427944
32,8,0.900000,c8f819bd,"Correlation",138,0.414827
32,8,0.900000,c8f819bd,"Correlation",159,0.403123
32,8,0.900000,c8f819bd,"Correlation",184,0.391642
32,8,0.900000,c8f819bd,"Correlation",212,0.379854
32,8,0.900000,c8f819bd,"Correlation",244,0.370919
32,8,0.900000,c8f819bd,"Correlation",281,0.354533
32,8,0.900000,c8f819bd,"Correlation",323,0.345816
32,8,0.900000,c8f819bd,"Correlation",372,0.336126
32,8,0.900000,c8f819bd,"Correlation",429,0.327829
32,8,0.900000,c8f819bd,"Correlation",494,0.317235
32,8,0.900000,c8f819bd,"Correlation",568,0.310070
32,8,0.900000,c8f819bd,"Correlation",655,0.300107
32,8,0.900000,c8f819bd,"Correlation",754,0.290699
32,8,0.900000,c8f819bd,"Correlation",868,0.281224
32,8,0.900000,c8f819bd,"Correlation",1000,0.271159
32,9,0.900000,c8f819bd,"Correlation",1,0.806181
32,9,0.900000,c8f819bd,"Correlation",2,0.781982
32,9,0.900000,c8f819bd,"Correlation",3,0.751744
32,9,0.900000,c8f819bd,"Correlation",4,0.746722
32,9,0.900000,c8f819bd,"Correlation",5,0.719128
32,9,0.900000,c8f819bd,"Correlation",6,0.717840
32,9,0.900000,c8f819bd,"Correlation",7,0.693162
32,9,0.900000,c8f819bd,"Correlation",8,0.691121
32,9,0.900000,c8f819bd,"Correlation",9,0.677519
32,9,0.900000,c8f819bd,"Correlation",10,0.671663
32,9,0.900000,c8f819bd,"Correlation",12,0.657453
32,9,0.900000,c8f819bd,"Correlation",14,0.641898
32,9,0.900000,c8f819bd,"Correlation",16,0.629618
32,9,0.900000,c8f819bd,"Correlation",19,0.613461
32,9,0.900000,c8f819bd,"Correlation",22,0.599932
32,9,0.900000,c8f819bd,"Correlation",25,0.587019
32,9,0.900000,c8f819bd,"Correlation",29,0.573995
32,9,0.900000,c8f819bd,"Correlation",33,0.560957
32,9,0.900000,c8f819bd,"Correlation",39,0.546959
32,9,0.900000,c8f819bd,"Correlation",44,0.534386
32,9,0.900000,c8f819bd,"Correlation",51,0.521763
32,9,0.900000,c8f819bd,"Correlation",59,0.507054
32,9,0.900000,c8f819bd,"Correlation",68,0.492545
32,9,0.900000,c8f819bd,"Correlation",79,0.480172
32,9,0.900000,c8f819bd,"Correlation",91,0.464370
32,9,0.900000,c8f819bd,"Correlation",104,0.454096
32,9,0.900000,c8f819bd,"Correlation",120,0.441316
32,9,0.900000,c8f819bd,"Correlation",138,0.429961
32,9,0.900000,c8f819bd,"Correlation",159,0.416431
32,9,0.900000,c8f819bd,"Correlation",184,0.402669
32,9,0.900000,c8f819bd,"Correlation",212,0.392520
32,9,0.900000,c8f819bd,"Correlation",244,0.381470
32,9,0.900000,c8f819bd,"Correlation",281,0.365932
32,9,0.900000,c8f819bd,"Correlation",323,0.358224
32,9,0.900000,c8f819bd,"Correlation",372,0.347555
32,9,0.900000,c8f819bd,"Correlation",429,0.337879
32,9,0.900000,c8f819bd,"Correlation",494,0.327445
32,9,0.900000,c8f819bd,"Correlation",568,0.319458
32,9,0.900000,c8f819bd,"Correlation",655,0.308312
32,9,0.900000,c8f819bd,"Correlation",754,0.299770
32,9,0.900000,c8f819bd,"Correlation",868,0.290248
32,9,0.900000,c8f819bd,"Correlation",1000,0.280236
32,10,0.900000,c8f819bd,"Correlation",1,0.809012
32,10,0.900000,c8f819bd,"Correlation",2,0.785238
32,10,0.900000,c8f819bd,"Correlation",3,0.759283
32,10,0.900000,c8f819bd,"Correlation",4,0.754987
32,10,0.900000,c8f819bd,"Correlation",5,0.726228
32,10,0.900000,c8f819bd,"Correlation",6,0.726359
32,10,0.900000,c8f819bd,"Correlation",7,0.703805
32,10,0.900000,c8f819bd,"Correlation",8,0.701980
32,10,0.900000,c8f819bd,"Correlation",9,0.688067
32,10,0.900000,c8f819bd,"Correlation",10,0.682428
32,10,0.900000,c8f819bd,"Correlation",12,0.668073
32,10,0.900000,c8f819bd,"Correlation",14,0.651629
32,10,0.900000,c8f819bd,"Correlation",16,0.642654
32,10,0.900000,c8f819bd,"Correlation",19,0.624079
32,10,0.900000,c8f819bd,"Correlation",22,0.611430
32,10,0.900000,c8f819bd,"Correlation",25,0.598961
32,10,0.900000,c8f819bd,"Correlation",29,0.582973
32,10,0.900000,c8f819bd,"Correlation",33,0.571844
32,10,0.900000,c8f819bd,"Correlation",39,0.558995
32,10,0.900000,c8f819bd,"Correlation",44,0.547878
32,10,0.900000,c8f819bd,"Correlation",51,0.533723
32,10,0.900000,c8f819bd,"Correlation",59,0.520665
32,10,0.900000,c8f819bd,"Correlation",68,0.505516
32,10,0.900000,c8f819bd,"Correlation",79,0.490775
32,10,0.900000,c8f819bd,"Correlation",91,0.475871
32,10,0.900000,c8f819bd,"Correlation",104,0.467140
32,10,0.900000,c8f819bd,"Correlation",120,0.454610
32,10,0.900000,c8f819bd,"Correlation",138,0.443365
32,10,0.900000,c8f819bd,"Correlation",159,0.427101
32,10,0.900000,c8f819bd,"Correlation",184,0.414042
32,10,0.900000,c8f819bd,"Correlation",212,0.403062
32,10,0.900000,c8f819bd,"Correlation",244,0.394212
32,10,0.900000,c8f819bd,"Correlation",281,0.376378
32,10,0.900000,c8f819bd,"Correlation",323,0.368606
32,10,0.900000,c8f819bd,"Correlation",372,0.356977
32,10,0.900000,c8f819bd,"Correlation",429,0.347153
32,10,0.900000,c8f819bd,"Correlation",494,0.338556
32,10,0.900000,c8f819bd,"Correlation",568,0.329639
32,10,0.900000,c8f819bd,"Correlation",655,0.318897
32,10,0.900000,c8f819bd,"Correlation",754,0.309506
32,10,0.900000,c8f819bd,"Correlation",868,0.297372
32,10,0.900000,c8f819bd,"Correlation",1000,0.289007
32,12,0.900000,c8f819bd,"Correlation",1,0.813494
32,12,0.900000,c8f819bd,"Correlation",2,0.793765
32,12,0.900000,c8f819bd,"Correlation",3,0.767616
32,12,0.900000,c8f819bd,"Correlation",4,0.764579
32,12,0.900000,c8f819bd,"Correlation",5,0.737706
32,12,0.900000,c8f819bd,"Correlation",6,0.739781
32,12,0.900000,c8f819bd,"Correlation",7,0.716806
32,12,0.900000,c8f819bd,"Correlation",8,0.715131
32,12,0.900000,c8f819bd,"Correlation",9,0.701701
32,12,0.900000,c8f819bd,"Correlation",10,0.696330
32,12,0.900000,c8f819bd,"Correlation",12,0.682623
32,12,0.900000,c8f819bd,"Correlation",14,0.669817
32,12,0.900000,c8f819bd,"Correlation",16,0.659186
32,12,0.900000,c8f819bd,"Correlation",19,0.640849
32,12,0.900000,c8f819bd,"Correlation",22,0.630232
32,12,0.900000,c8f819bd,"Correlation",25,0.617769
32,12,0.900000,c8f819bd,"Correlation",29,0.602655
32,12,0.900000,c8f819bd,"Correlation",33,0.589960
32,12,0.900000,c8f819bd,"Correlation",39,0.576125
32,12,0.900000,c8f819bd,"Correlation",44,0.566133
32,12,0.900000,c8f819bd,"Correlation",51,0.552766
32,12,0.900000,c8f819bd,"Correlation",59,0.535554
32,12,0.900000,c8f819bd,"Correlation",68,0.522816
32,12,0.900000,c8f819bd,"Correlation",79,0.507874
32,12,0.900000,c8f819bd,"Correlation",91,0.493769
32,12,0.900000,c8f819bd,"Correlation",104,0.484154
32,12,0.900000,c8f819bd,"Correlation",120,0.472491
32,12,0.900000,c8f819bd,"Correlation",138,0.459592
32,12,0.900000,c8f819bd,"Correlation",159,0.443388
32,12,0.900000,c8f819bd,"Correlation",184,0.429688
32,12,0.900000,c8f819bd,"Correlation",212,0.418463
32,12,0.900000,c8f819bd,"Correlation",244,0.408430
32,12,0.900000,c8f819bd,"Correlation",281,0.393441
32,12,0.900000,c8f819bd,"Correlation",323,0.382772
32,12,0.900000,c8f819bd,"Correlation",372,0.371780
32,12,0.900000,c8f819bd,"Correlation",429,0.361808
32,12,0.900000,c8f819bd,"Correlation",494,0.351594
32,12,0.900000,c8f819bd,"Correlation",568,0.343018
32,12,0.900000,c8f819bd,"Correlation",655,0.333171
32,12,0.900000,c8f819bd,"Correlation",754,0.322321
32,12,0.900000,c8f819bd,"Correlation",868,0.311410
32,12,0.900000,c8f819bd,"Correlation",1000,0.301496
32,14,0.900000,c8f819bd,"Correlation",1,0.815299
32,14,0.900000,c8f819bd,"Correlation",2,0.797916
32,14,0.900000,c8f819bd,"Correlation",3,0.774484
32,14,0.900000,c8f819bd,"Correlation",4,0.772199
32,14,0.900000,c8f819bd,"Correlation",5,0.743963
32,14,0.900000,c8f819bd,"Correlation",6,0.746364
32,14,0.900000,c8f819bd,"Correlation",7,0.725086
32,14,0.900000,c8f819bd,"Correlation",8,0.725795
32,14,0.900000,c8f819bd,"Correlation",9,0.711699
32,14,0.900000,c8f819bd,"Correlation",10,0.707578
32,14,0.900000,c8f819bd,"Correlation",12,0.698649
32,14,0.900000,c8f819bd,"Correlation",14,0.683303
32,14,0.900000,c8f819bd,"Correlation",16,0.671422
32,14,0.900000,c8f819bd,"Correlation",19,0.653730
32,14,0.900000,c8f819bd,"Correlation",22,0.643311
32,14,0.900000,c8f819bd,"Correlation",25,0.627819
32,14,0.900000,c8f819bd,"Correlation",29,0.616638
32,14,0.900000,c8f819bd,"Correlation",33,0.604675
32,14,0.900000,c8f819bd,"Correlation",39,0.589167
32,14,0.900000,c8f819bd,"Correlation",44,0.582043
32,14,0.900000,c8f819bd,"Correlation",51,0.566647
32,14,0.900000,c8f819bd,"Correlation",59,0.551264
32,14,0.900000,c8f819bd,"Correlation",68,0.537121
32,14,0.900000,c8f819bd,"Correlation",79,0.523068
32,14,0.900000,c8f819bd,"Correlation",91,0.508958
32,14,0.900000,c8f819bd,"Correlation",104,0.500131
32,14,0.900000,c8f819bd,"Correlation",120,0.485221
32,14,0.900000,c8f819bd,"Correlation",138,0.472650
32,14,0.900000,c8f819bd,"Correlation",159,0.456607
32,14,0.900000,c8f819bd,"Correlation",184,0.444615
32,14,0.900000,c8f819bd,"Correlation",212,0.432489
32,14,0.900000,c8f819bd,"Correlation",244,0.421154
32,14,0.900000,c8f819bd,"Correlation",281,0.406456
32,14,0.900000,c8f819bd,"Correlation",323,0.396176
32,14,0.900000,c8f819bd,"Correlation",372,0.385120
32,14,0.900000,c8f819bd,"Correlation",429,0.374151
32,14,0.900000,c8f819bd,"Correlation",494,0.362412
32,14,0.900000,c8f819bd,"Correlation",568,0.354472
32,14,0.900000,c8f819bd,"Correlation",655,0.344456
32,14,0.900000,c8f819bd,"Correlation",754,0.335037
32,14,0.900000,c8f819bd,"Correlation",868,0.322873
32,14,0.900000,c8f819bd,"Correlation",1000,0.313997
32,16,0.900000,c8f819bd,"Correlation",1,0.818813
32,16,0.900000,c8f819bd,"Correlation",2,0.802502
32,16,0.900000,c8f819bd,"Correlation",3,0.777626
32,16,0.900000,c8f819bd,"Correlation",4,0.777190
32,16,0.900000,c8f819bd,"Correlation",5,0.750262
32,16,0.900000,c8f819bd,"Correlation",6,0.754801
32,16,0.900000,c8f819bd,"Correlation",7,0.733148
32,16,0.900000,c8f819bd,"Correlation",8,0.732922
32,16,0.900000,c8f819bd,"Correlation",9,0.721026
32,16,0.900000,c8f819bd,"Correlation",10,0.718378
32,16,0.900000,c8f819bd,"Correlation",12,0.706217
32,16,0.900000,c8f819bd,"Correlation",14,0.690842
32,16,0.900000,c8f819bd,"Correlation",16,0.680115
32,16,0.900000,c8f819bd,"Correlation",19,0.663885
32,16,0.900000,c8f819bd,"Correlation",22,0.651637
32,16,0.900000,c8f819bd,"Correlation",25,0.639829
32,16,0.900000,c8f819bd,"Correlation",29,0.626430
32,16,0.900000,c8f819bd,"Correlation",33,0.615903
32,16,0.900000,c8f819bd,"Correlation",39,0.602772
32,16,0.900000,c8f819bd,"Correlation",44,0.591175
32,16,0.900000,c8f819bd,"Correlation",51,0.577756
32,16,0.900000,c8f819bd,"Correlation",59,0.563276
32,16,0.900000,c8f819bd,"Correlation",68,0.549947
32,16,0.900000,c8f819bd,"Correlation",79,0.533383
32,16,0.900000,c8f819bd,"Correlation",91,0.521031
32,16,0.900000,c8f819bd,"Correlation",104,0.511207
32,16,0.900000,c8f819bd,"Correlation",120,0.497050
32,16,0.900000,c8f819bd,"Correlation",138,0.482518
32,16,0.900000,c8f819bd,"Correlation",159,0.467881
32,16,0.900000,c8f819bd,"Correlation",184,0.457101
32,16,0.900000,c8f819bd,"Correlation",212,0.443702
32,16,0.900000,c8f819bd,"Correlation",244,0.431952
32,16,0.900000,c8f819bd,"Correlation",281,0.416391
32,16,0.900000,c8f819bd,"Correlation",323,0.407671
32,16,0.900000,c8f819bd,"Correlation",372,0.396976
32,16,0.900000,c8f819bd,"Correlation",429,0.385998
32,16,0.900000,c8f819bd,"Correlation",494,0.373018
32,16,0.900000,c8f819bd,"Correlation",568,0.364679
32,16,0.900000,c8f819bd,"Correlation",655,0.355643
32,16,0.900000,c8f819bd,"Correlation",754,0.343770
32,16,0.900000,c8f819bd,"Correlation",868,0.334996
32,16,0.900000,c8f819bd,"Correlation",1000,0.319847
32,19,0.900000,c8f819bd,"Correlation",1,0.819900
32,19,0.900000,c8f819bd,"Correlation",2,0.805963
32,19,0.900000,c8f819bd,"Correlation",3,0.782479
32,19,0.900000,c8f819bd,"Correlation",4,0.784107
32,19,0.900000,c8f819bd,"Correlation",5,0.757234
32,19,0.900000,c8f819bd,"Correlation",6,0.762951
32,19,0.900000,c8f819bd,"Correlation",7,0.741191
32,19,0.900000,c8f819bd,"Correlation",8,0.742658
32,19,0.900000,c8f819bd,"Correlation",9,0.729408
32,19,0.900000,c8f819bd,"Correlation",10,0.727690
32,19,0.900000,c8f819bd,"Correlation",12,0.716378
32,19,0.900000,c8f819bd,"Correlation",14,0.702677
32,19,0.900000,c8f819bd,"Correlation",16,0.692028
32,19,0.900000,c8f819bd,"Correlation",19,0.676281
32,19,0.900000,c8f819bd,"Correlation",22,0.664513
32,19,0.900000,c8f819bd,"Correlation",25,0.652012
32,19,0.900000,c8f819bd,"Correlation",29,0.641857
32,19,0.900000,c8f819bd,"Correlation",33,0.629694
32,19,0.900000,c8f819bd,"Correlation",39,0.617766
32,19,0.900000,c8f819bd,"Correlation",44,0.607713
32,19,0.900000,c8f819bd,"Correlation",51,0.592425
32,19,0.900000,c8f819bd,"Correlation",59,0.578134
32,19,0.900000,c8f819bd,"Correlation",68,0.563898
32,19,0.900000,c8f819bd,"Correlation",79,0.547898
32,19,0.900000,c8f819bd,"Correlation",91,0.536848
32,19,0.900000,c8f819bd,"Correlation",104,0.526748
32,19,0.900000,c8f819bd,"Correlation",120,0.511565
32,19,0.900000,c8f819bd,"Correlation",138,0.499892
32,19,0.900000,c8f819bd,"Correlation",159,0.484387
32,19,0.900000,c8f819bd,"Correlation",184,0.471723
32,19,0.900000,c8f819bd,"Correlation",212,0.458577
32,19,0.900000,c8f819bd,"Correlation",244,0.446705
32,19,0.900000,c8f819bd,"Correlation",281,0.429368
32,19,0.900000,c8f819bd,"Correlation",323,0.422404
32,19,0.900000,c8f819bd,"Correlation",372,0.409653
32,19,0.900000,c8f819bd,"Correlation",429,0.397874
32,19,0.900000,c8f819bd,"Correlation",494,0.386364
32,19,0.900000,c8f819bd,"Correlation",568,0.376686
32,19,0.900000,c8f819bd,"Correlation",655,0.367211
32,19,0.900000,c8f819bd,"Correlation",754,0.356001
32,19,0.900000,c8f819bd,"Correlation",868,0.347508
32,19,0.900000,c8f819bd,"Correlation",1000,0.331154
32,22,0.900000,c8f819bd,"Correlation",1,0.822132
32,22,0.900000,c8f819bd,"Correlation",2,0.809001
32,22,0.900000,c8f819bd,"Correlation",3,0.789031
32,22,0.900000,c8f819bd,"Correlation",4,0.790644
32,22,0.900000,c8f819bd,"Correlation",5,0.765227
32,22,0.900000,c8f819bd,"Correlation",6,0.771496
32,22,0.900000,c8f819bd,"Correlation",7,0.749137
32,22,0.900000,c8f819bd,"Correlation",8,0.751854
32,22,0.900000,c8f819bd,"Correlation",9,0.737319
32,22,0.900000,c8f819bd,"Correlation",10,0.736017
32,22,0.900000,c8f819bd,"Correlation",12,0.725935
32,22,0.900000,c8f819bd,"Correlation",14,0.712472
32,22,0.900000,c8f819bd,"Correlation",16,0.702442
32,22,0.900000,c8f819bd,"Correlation",19,0.685779
32,22,0.900000,c8f819bd,"Correlation",22,0.675988
32,22,0.900000,c8f819bd,"Correlation",25,0.666489
32,22,0.900000,c8f819bd,"Correlation",29,0.653617
32,22,0.900000,c8f819bd,"Correlation",33,0.644037
32,22,0.900000,c8f819bd,"Correlation",39,0.628543
32,22,0.900000,c8f819bd,"Correlation",44,0.620184
32,22,0.900000,c8f819bd,"Correlation",51,0.604248
32,22,0.900000,c8f819bd,"Correlation",59,0.591338
32,22,0.900000,c8f819bd,"Correlation",68,0.575425
32,22,0.900000,c8f819bd,"Correlation",79,0.560105
32,22,0.900000,c8f819bd,"Correlation",91,0.550119
32,22,0.900000,c8f819bd,"Correlation",104,0.538269
32,22,0.900000,c8f819bd,"Correlation",120,0.526585
32,22,0.900000,c8f819bd,"Correlation",138,0.511108
32,22,0.900000,c8f819bd,"Correlation",159,0.493272
32,22,0.900000,c8f819bd,"Correlation",184,0.481922
32,22,0.900000,c8f819bd,"Correlation",212,0.471130
32,22,0.900000,c8f819bd,"Correlation",244,0.457935
32,22,0.900000,c8f819bd,"Correlation",281,0.443557
32,22,0.900000,c8f819bd,"Correlation",323,0.435547
32,22,0.900000,c8f819bd,"Correlation",372,0.421355
32,22,0.900000,c8f819bd,"Correlation",429,0.411072
32,22,0.900000,c8f819bd,"Correlation",494,0.401295
32,22,0.900000,c8f819bd,"Correlation",568,0.390701
32,22,0.900000,c8f819bd,"Correlation",655,0.379127
32,22,0.900000,c8f819bd,"Correlation",754,0.366013
32,22,0.900000,c8f819bd,"Correlation",868,0.355643
32,22,0.900000,c8f819bd,"Correlation",1000,0.342276
32,25,0.900000,c8f819bd,"Correlation",1,0.827023
32,25,0.900000,c8f819bd,"Correlation",2,0.813860
32,25,0.900000,c8f819bd,"Correlation",3,0.793355
32,25,0.900000,c8f819bd,"Correlation",4,0.795951
32,25,0.900000,c8f819bd,"Correlation",5,0.770453
32,25,0.900000,c8f819bd,"Correlation",6,0.777942
32,25,0.900000,c8f819bd,"Correlation",7,0.754610
32,25,0.900000,c8f819bd,"Correlation",8,0.759248
32,25,0.900000,c8f819bd,"Correlation",9,0.745196
32,25,0.900000,c8f819bd,"Correlation",10,0.743554
32,25,0.900000,c8f819bd,"Correlation",12,0.734401
32,25,0.900000,c8f819bd,"Correlation",14,0.717567
32,25,0.900000,c8f819bd,"Correlation",16,0.709749
32,25,0.900000,c8f819bd,"Correlation",19,0.693301
32,25,0.900000,c8f819bd,"Correlation",22,0.686489
32,25,0.900000,c8f819bd,"Correlation",25,0.674072
32,25,0.900000,c8f819bd,"Correlation",29,0.662162
32,25,0.900000,c8f819bd,"Correlation",33,0.655026
32,25,0.900000,c8f819bd,"Correlation",39,0.639462
32,25,0.900000,c8f819bd,"Correlation",44,0.628584
32,25,0.900000,c8f819bd,"Correlation",51,0.614290
32,25,0.900000,c8f819bd,"Correlation",59,0.599970
32,25,0.900000,c8f819bd,"Correlation",68,0.587455
32,25,0.900000,c8f819bd,"Correlation",79,0.573385
32,25,0.900000,c8f819bd,"Correlation",91,0.561922
32,25,0.900000,c8f819bd,"Correlation",104,0.549183
32,25,0.900000,c8f819bd,"Correlation",120,0.534883
32,25,0.900000,c8f819bd,"Correlation",138,0.519947
32,25,0.900000,c8f819bd,"Correlation",159,0.505060
32,25,0.900000,c8f819bd,"Correlation",184,0.495376
32,25,0.900000,c8f819bd,"Correlation",212,0.481631
32,25,0.900000,c8f819bd,"Correlation",244,0.468959
32,25,0.900000,c8f819bd,"Correlation",281,0.453177
32,25,0.900000,c8f819bd,"Correlation",323,0.446434
32,25,0.900000,c8f819bd,"Correlation",372,0.432181
32,25,0.900000,c8f819bd,"Correlation",429,0.419646
32,25,0.900000,c8f819bd,"Correlation",494,0.411127
32,25,0.900000,c8f819bd,"Correlation",568,0.399039
32,25,0.900000,c8f819bd,"Correlation",655,0.389582
32,25,0.900000,c8f819bd,"Correlation",754,0.377433
32,25,0.900000,c8f819bd,"Correlation",868,0.367603
32,25,0.900000,c8f819bd,"Correlation",1000,0.351929
32,29,0.900000,c8f819bd,"Correlation",1,0.826297
32,29,0.900000,c8f819bd,"Correlation",2,0.814441
32,29,0.900000,c8f819bd,"Correlation",3,0.794242
32,29,0.900000,c8f819bd,"Correlation",4,0.797904
32,29,0.900000,c8f819bd,"Correlation",5,0.772516
32,29,0.900000,c8f819bd,"Correlation",6,0.779599
32,29,0.900000,c8f819bd,"Correlation",7,0.757699
32,29,0.900000,c8f819bd,"Correlation",8,0.761861
32,29,0.900000,c8f819bd,"Correlation",9,0.747826
32,29,0.900000,c8f819bd,"Correlation",10,0.744649
32,29,0.900000,c8f819bd,"Correlation",12,0.736691
32,29,0.900000,c8f819bd,"Correlation",14,0.723830
32,29,0.900000,c8f819bd,"Correlation",16,0.715271
32,29,0.900000,c8f819bd,"Correlation",19,0.701805
32,29,0.900000,c8f819bd,"Correlation",22,0.691770
32,29,0.900000,c8f819bd,"Correlation",25,0.681588
32,29,0.900000,c8f819bd,"Correlation",29,0.672570
32,29,0.900000,c8f819bd,"Correlation",33,0.662865
32,29,0.900000,c8f819bd,"Correlation",39,0.649588
32,29,0.900000,c8f819bd,"Correlation",44,0.638128
32,29,0.900000,c8f819bd,"Correlation",51,0.622375
32,29,0.900000,c8f819bd,"Correlation",59,0.611000
32,29,0.900000,c8f819bd,"Correlation",68,0.596325
32,29,0.900000,c8f819bd,"Correlation",79,0.584481
32,29,0.900000,c8f819bd,"Correlation",91,0.572455
32,29,0.900000,c8f819bd,"Correlation",104,0.560341
32,29,0.900000,c8f819bd,"Correlation",120,0.548133
32,29,0.900000,c8f819bd,"Correlation",138,0.531730
32,29,0.900000,c8f819bd,"Correlation",159,0.521121
32,29,0.900000,c8f819bd,"Correlation",184,0.504081
32,29,0.900000,c8f819bd,"Correlation",212,0.493774
32,29,0.900000,c8f819bd,"Correlation",244,0.476196
32,29,0.900000,c8f819bd,"Correlation",281,0.464588
32,29,0.900000,c8f819bd,"Correlation",323,0.455389
32,29,0.900000,c8f819bd,"Correlation",372,0.440831
32,29,0.900000,c8f819bd,"Correlation",429,0.430478
32,29,0.900000,c8f819bd,"Correlation",494,0.422718
32,29,0.900000,c8f819bd,"Correlation",568,0.411764
32,29,0.900000,c8f819bd,"Correlation",655,0.397839
32,29,0.900000,c8f819bd,"Correlation",754,0.389064
32,29,0.900000,c8f819bd,"Correlation",868,0.376572
32,29,0.900000,c8f819bd,"Correlation",1000,0.361892
32,33,0.900000,c8f819bd,"Correlation",1,0.827878
32,33,0.900000,c8f819bd,"Correlation",2,0.815569
32,33,0.900000,c8f819bd,"Correlation",3,0.796570
32,33,0.900000,c8f819bd,"Correlation",4,0.800557
32,33,0.900000,c8f819bd,"Correlation",5,0.775542
32,33,0.900000,c8f819bd,"Correlation",6,0.781387
32,33,0.900000,c8f819bd,"Correlation",7,0.760370
32,33,0.900000,c8f819bd,"Correlation",8,0.764878
32,33,0.900000,c8f819bd,"Correlation",9,0.753459
32,33,0.900000,c8f819bd,"Correlation",10,0.752598
32,33,0.900000,c8f819bd,"Correlation",12,0.744382
32,33,0.900000,c8f819bd,"Correlation",14,0.732678
32,33,0.900000,c8f819bd,"Correlation",16,0.725304
32,33,0.900000,c8f819bd,"Correlation",19,0.708987
32,33,0.900000,c8f819bd,"Correlation",22,0.701919
32,33,0.900000,c8f819bd,"Correlation",25,0.693147
32,33,0.900000,c8f819bd,"Correlation",29,0.681769
32,33,0.900000,c8f819bd,"Correlation",33,0.673224
32,33,0.900000,c8f819bd,"Correlation",39,0.658659
32,33,0.900000,c8f819bd,"Correlation",44,0.646415
32,33,0.900000,c8f819bd,"Correlation",51,0.632254
32,33,0.900000,c8f819bd,"Correlation",59,0.619513
32,33,0.900000,c8f819bd,"Correlation",68,0.607303
32,33,0.900000,c8f819bd,"Correlation",79,0.596270
32,33,0.900000,c8f819bd,"Correlation",91,0.584554
32,33,0.900000,c8f819bd,"Correlation",104,0.570234
32,33,0.900000,c8f819bd,"Correlation",120,0.557536
32,33,0.900000,c8f819bd,"Correlation",138,0.543896
32,33,0.900000,c8f819bd,"Correlation",159,0.531055
32,33,0.900000,c8f819bd,"Correlation",184,0.517764
32,33,0.900000,c8f819bd,"Correlation",212,0.504650
32,33,0.900000,c8f819bd,"Correlation",244,0.489124
32,33,0.900000,c8f819bd,"Correlation",281,0.477437
32,33,0.900000,c8f819bd,"Correlation",323,0.468061
32,33,0.900000,c8f819bd,"Correlation",372,0.454067
32,33,0.900000,c8f819bd,"Correlation",429,0.443313
32,33,0.900000,c8f819bd,"Correlation",494,0.432399
32,33,0.900000,c8f819bd,"Correlation",568,0.421660
32,33,0.900000,c8f819bd,"Correlation",655,0.410101
32,33,0.900000,c8f819bd,"Correlation",754,0.399897
32,33,0.900000,c8f819bd,"Correlation",868,0.387068
32,33,0.900000,c8f819bd,"Correlation",1000,0.369335
32,39,0.900000,c8f819bd,"Correlation",1,0.827518
32,39,0.900000,c8f819bd,"Correlation",2,0.817935
32,39,0.900000,c8f819bd,"Correlation",3,0.800075
32,39,0.900000,c8f819bd,"Correlation",4,0.804161
32,39,0.900000,c8f819bd,"Correlation",5,0.777103
32,39,0.900000,c8f819bd,"Correlation",6,0.787162
32,39,0.900000,c8f819bd,"Correlation",7,0.766445
32,39,0.900000,c8f819bd,"Correlation",8,0.770563
32,39,0.900000,c8f819bd,"Correlation",9,0.757560
32,39,0.900000,c8f819bd,"Correlation",10,0.756975
32,39,0.900000,c8f819bd,"Correlation",12,0.749169
32,39,0.900000,c8f819bd,"Correlation",14,0.736610
32,39,0.900000,c8f819bd,"Correlation",16,0.730469
32,39,0.900000,c8f819bd,"Correlation",19,0.718285
32,39,0.900000,c8f819bd,"Correlation",22,0.708540
32,39,0.900000,c8f819bd,"Correlation",25,0.699187
32,39,0.900000,c8f819bd,"Correlation",29,0.689078
32,39,0.900000,c8f819bd,"Correlation",33,0.678897
32,39,0.900000,c8f819bd,"Correlation",39,0.664882
32,39,0.900000,c8f819bd,"Correlation",44,0.654457
32,39,0.900000,c8f819bd,"Correlation",51,0.642686
32,39,0.900000,c8f819bd,"Correlation",59,0.631566
32,39,0.900000,c8f819bd,"Correlation",68,0.619635
32,39,0.900000,c8f819bd,"Correlation",79,0.607675
32,39,0.900000,c8f819bd,"Correlation",91,0.596322
32,39,0.900000,c8f819bd,"Correlation",104,0.582659
32,39,0.900000,c8f819bd,"Correlation",120,0.570472
32,39,0.900000,c8f819bd,"Correlation",138,0.557039
32,39,0.900000,c8f819bd,"Correlation",159,0.542585
32,39,0.900000,c8f819bd,"Correlation",184,0.529750
32,39,0.900000,c8f819bd,"Correlation",212,0.517503
32,39,0.900000,c8f819bd,"Correlation",244,0.500491
32,39,0.900000,c8f819bd,"Correlation",281,0.489656
32,39,0.900000,c8f819bd,"Correlation",323,0.479420
32,39,0.900000,c8f819bd,"Correlation",372,0.465393
32,39,0.900000,c8f819bd,"Correlation",429,0.455250
32,39,0.900000,c8f819bd,"Correlation",494,0.444359
32,39,0.900000,c8f819bd,"Correlation",568,0.432187
32,39,0.900000,c8f819bd,"Correlation",655,0.423305
32,39,0.900000,c8f819bd,"Correlation",754,0.408782
32,39,0.900000,c8f819bd,"Correlation",868,0.397743
32,39,0.900000,c8f819bd,"Correlation",1000,0.383225
32,44,0.900000,c8f819bd,"Correlation",1,0.829302
