"mc","physicist","E","T","L"
8.416162e6,"Sergio (replica A)",-0.59375,0.7,8
8.421376e6,"Sergio (replica A)",-0.59375,0.7,8
8.425589e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
8.427575e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.434948e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.443716e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.454144e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.466543e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.481289e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
8.498825e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.514871e6,"Sergio (replica A)",-0.59375,0.7,8
8.51968e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
8.53686e6,"Sergio (replica A)",-0.59375,0.7,8
8.544479e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.573971e6,"Sergio (replica A)",-0.59375,0.7,8
8.609043e6,"Sergio (replica A)",-0.59375,0.7,8
8.650752e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.700351e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.759335e6,"Sergio (replica A)",-0.59375,0.7,8
8.817437e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
8.829479e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
8.897461e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
8.912896e6,"Sergio (replica A)",-0.59375,0.7,8
9.012095e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.130063e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.151102e6,"Sergio (replica A)",-0.59375,0.7,8
9.1822e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.270351e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.437184e6,"Sergio (replica A)",-0.59375,0.7,8
9.458616e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.547898e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.635582e6,"Sergio (replica A)",-0.59375,0.7,8
9.871518e6,"Sergio (replica A)",-0.59375,0.7,8
9.975792e6,"Sergio (replica A)",-0.59375,0.7,8
9.975793e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.975794e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.975795e6,"Sergio (replica A)",-0.59375,0.7,8
9.975796e6,"Sergio (replica A)",-0.59375,0.7,8
9.975797e6,"Sergio (replica A)",-0.59375,0.7,8
9.975798e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.9758e6,"Sergio (replica A)",-0.59375,0.7,8
9.975801e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.975803e6,"Sergio (replica A)",-0.59375,0.7,8
9.975805e6,"Sergio (replica A)",-0.59375,0.7,8
9.975808e6,"Sergio (replica A)",-0.59375,0.7,8
9.975811e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.975814e6,"Sergio (replica A)",-0.59375,0.7,8
9.975818e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.975824e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.97583e6,"Sergio (replica A)",-0.59375,0.7,8
9.975837e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.975845e6,"Sergio (replica A)",-0.5833333333333334,0.7,8
9.975856e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.975868e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.975882e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.975899e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.97592e6,"Sergio (replica A)",-0.59375,0.7,8
9.975944e6,"Sergio (replica A)",-0.5859375,0.7,8
9.975973e6,"Sergio (replica A)",-0.59375,0.7,8
9.976007e6,"Sergio (replica A)",-0.5833333333333334,0.7,8
9.976048e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.976096e6,"Sergio (replica A)",-0.5833333333333334,0.7,8
9.976154e6,"Sergio (replica A)",-0.59375,0.7,8
9.976222e6,"Sergio (replica A)",-0.59375,0.7,8
9.976304e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.9764e6,"Sergio (replica A)",-0.59375,0.7,8
9.976516e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.976653e6,"Sergio (replica A)",-0.59375,0.7,8
9.976816e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.977009e6,"Sergio (replica A)",-0.5807291666666666,0.7,8
9.97724e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.977514e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.97784e6,"Sergio (replica A)",-0.59375,0.7,8
9.978227e6,"Sergio (replica A)",-0.5859375,0.7,8
9.978688e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.979236e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.979888e6,"Sergio (replica A)",-0.59375,0.7,8
9.980662e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.981584e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.98268e6,"Sergio (replica A)",-0.59375,0.7,8
9.983984e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.985533e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.987377e6,"Sergio (replica A)",-0.59375,0.7,8
9.989569e6,"Sergio (replica A)",-0.5911458333333334,0.7,8
9.992176e6,"Sergio (replica A)",-0.5885416666666666,0.7,8
9.995275e6,"Sergio (replica A)",-0.59375,0.7,8
9.998962e6,"Sergio (replica A)",-0.5859375,0.7,8
1.0e7,"Sergio (replica A)",-0.5911458333333334,0.7,8
0.0,"Sergio (replica B)",0.028645833333333332,0.7,8
1.0,"Sergio (replica B)",-0.3880208333333333,0.7,8
2.0,"Sergio (replica B)",-0.4583333333333333,0.7,8
3.0,"Sergio (replica B)",-0.4947916666666667,0.7,8
4.0,"Sergio (replica B)",-0.5078125,0.7,8
5.0,"Sergio (replica B)",-0.515625,0.7,8
6.0,"Sergio (replica B)",-0.5182291666666666,0.7,8
7.0,"Sergio (replica B)",-0.5260416666666666,0.7,8
8.0,"Sergio (replica B)",-0.5338541666666666,0.7,8
9.0,"Sergio (replica B)",-0.5234375,0.7,8
10.0,"Sergio (replica B)",-0.5208333333333334,0.7,8
11.0,"Sergio (replica B)",-0.5338541666666666,0.7,8
12.0,"Sergio (replica B)",-0.5390625,0.7,8
13.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
14.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
15.0,"Sergio (replica B)",-0.546875,0.7,8
16.0,"Sergio (replica B)",-0.546875,0.7,8
17.0,"Sergio (replica B)",-0.546875,0.7,8
18.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
19.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
20.0,"Sergio (replica B)",-0.546875,0.7,8
21.0,"Sergio (replica B)",-0.546875,0.7,8
22.0,"Sergio (replica B)",-0.5416666666666666,0.7,8
23.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
24.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
25.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
26.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
27.0,"Sergio (replica B)",-0.546875,0.7,8
28.0,"Sergio (replica B)",-0.546875,0.7,8
29.0,"Sergio (replica B)",-0.546875,0.7,8
30.0,"Sergio (replica B)",-0.546875,0.7,8
31.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
32.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
33.0,"Sergio (replica B)",-0.546875,0.7,8
34.0,"Sergio (replica B)",-0.546875,0.7,8
35.0,"Sergio (replica B)",-0.546875,0.7,8
36.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
37.0,"Sergio (replica B)",-0.546875,0.7,8
38.0,"Sergio (replica B)",-0.546875,0.7,8
39.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
40.0,"Sergio (replica B)",-0.5442708333333334,0.7,8
41.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
42.0,"Sergio (replica B)",-0.546875,0.7,8
43.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
44.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
45.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
46.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
47.0,"Sergio (replica B)",-0.5520833333333334,0.7,8
48.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
49.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
50.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
51.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
52.0,"Sergio (replica B)",-0.5494791666666666,0.7,8
53.0,"Sergio (replica B)",-0.546875,0.7,8
54.0,"Sergio (replica B)",-0.546875,0.7,8
55.0,"Sergio (replica B)",-0.546875,0.7,8
56.0,"Sergio (replica B)",-0.546875,0.7,8
57.0,"Sergio (replica B)",-0.5520833333333334,0.7,8
58.0,"Sergio (replica B)",-0.5520833333333334,0.7,8
59.0,"Sergio (replica B)",-0.546875,0.7,8
60.0,"Sergio (replica B)",-0.5520833333333334,0.7,8
61.0,"Sergio (replica B)",-0.5520833333333334,0.7,8
62.0,"Sergio (replica B)",-0.5520833333333334,0.7,8
64.0,"Sergio (replica B)",-0.5546875,0.7,8
65.0,"Sergio (replica B)",-0.5598958333333334,0.7,8
66.0,"Sergio (replica B)",-0.5598958333333334,0.7,8
67.0,"Sergio (replica B)",-0.5572916666666666,0.7,8
68.0,"Sergio (replica B)",-0.5572916666666666,0.7,8
69.0,"Sergio (replica B)",-0.5546875,0.7,8
70.0,"Sergio (replica B)",-0.5598958333333334,0.7,8
71.0,"Sergio (replica B)",-0.5625,0.7,8
72.0,"Sergio (replica B)",-0.5598958333333334,0.7,8
73.0,"Sergio (replica B)",-0.5598958333333334,0.7,8
75.0,"Sergio (replica B)",-0.5625,0.7,8
76.0,"Sergio (replica B)",-0.5625,0.7,8
77.0,"Sergio (replica B)",-0.5625,0.7,8
78.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
79.0,"Sergio (replica B)",-0.5625,0.7,8
80.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
81.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
82.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
83.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
84.0,"Sergio (replica B)",-0.5625,0.7,8
85.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
86.0,"Sergio (replica B)",-0.5625,0.7,8
87.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
89.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
90.0,"Sergio (replica B)",-0.5625,0.7,8
91.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
92.0,"Sergio (replica B)",-0.5677083333333334,0.7,8
93.0,"Sergio (replica B)",-0.5677083333333334,0.7,8
94.0,"Sergio (replica B)",-0.5703125,0.7,8
95.0,"Sergio (replica B)",-0.5703125,0.7,8
96.0,"Sergio (replica B)",-0.5677083333333334,0.7,8
98.0,"Sergio (replica B)",-0.5651041666666666,0.7,8
99.0,"Sergio (replica B)",-0.5703125,0.7,8
101.0,"Sergio (replica B)",-0.5677083333333334,0.7,8
102.0,"Sergio (replica B)",-0.5703125,0.7,8
103.0,"Sergio (replica B)",-0.5729166666666666,0.7,8
106.0,"Sergio (replica B)",-0.5703125,0.7,8
107.0,"Sergio (replica B)",-0.5729166666666666,0.7,8
108.0,"Sergio (replica B)",-0.5703125,0.7,8
109.0,"Sergio (replica B)",-0.578125,0.7,8
110.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
111.0,"Sergio (replica B)",-0.578125,0.7,8
112.0,"Sergio (replica B)",-0.578125,0.7,8
113.0,"Sergio (replica B)",-0.5677083333333334,0.7,8
114.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
115.0,"Sergio (replica B)",-0.578125,0.7,8
116.0,"Sergio (replica B)",-0.5729166666666666,0.7,8
117.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
118.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
120.0,"Sergio (replica B)",-0.5703125,0.7,8
121.0,"Sergio (replica B)",-0.578125,0.7,8
122.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
123.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
126.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
128.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
129.0,"Sergio (replica B)",-0.5729166666666666,0.7,8
130.0,"Sergio (replica B)",-0.5729166666666666,0.7,8
131.0,"Sergio (replica B)",-0.578125,0.7,8
132.0,"Sergio (replica B)",-0.578125,0.7,8
133.0,"Sergio (replica B)",-0.578125,0.7,8
134.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
135.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
136.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
137.0,"Sergio (replica B)",-0.5729166666666666,0.7,8
139.0,"Sergio (replica B)",-0.5729166666666666,0.7,8
140.0,"Sergio (replica B)",-0.5729166666666666,0.7,8
141.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
143.0,"Sergio (replica B)",-0.578125,0.7,8
144.0,"Sergio (replica B)",-0.578125,0.7,8
145.0,"Sergio (replica B)",-0.578125,0.7,8
147.0,"Sergio (replica B)",-0.578125,0.7,8
150.0,"Sergio (replica B)",-0.578125,0.7,8
152.0,"Sergio (replica B)",-0.578125,0.7,8
153.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
154.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
155.0,"Sergio (replica B)",-0.5729166666666666,0.7,8
156.0,"Sergio (replica B)",-0.578125,0.7,8
157.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
158.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
160.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
161.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
163.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
165.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
166.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
168.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
171.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
173.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
174.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
178.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
180.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
181.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
182.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
183.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
184.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
185.0,"Sergio (replica B)",-0.578125,0.7,8
186.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
187.0,"Sergio (replica B)",-0.578125,0.7,8
189.0,"Sergio (replica B)",-0.578125,0.7,8
190.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
192.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
194.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
197.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
200.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
203.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
204.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
205.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
207.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
213.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
214.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
215.0,"Sergio (replica B)",-0.5859375,0.7,8
216.0,"Sergio (replica B)",-0.5859375,0.7,8
217.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
218.0,"Sergio (replica B)",-0.5859375,0.7,8
219.0,"Sergio (replica B)",-0.5859375,0.7,8
220.0,"Sergio (replica B)",-0.5859375,0.7,8
221.0,"Sergio (replica B)",-0.5859375,0.7,8
223.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
224.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
226.0,"Sergio (replica B)",-0.578125,0.7,8
228.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
231.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
234.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
235.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
237.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
241.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
242.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
245.0,"Sergio (replica B)",-0.578125,0.7,8
247.0,"Sergio (replica B)",-0.578125,0.7,8
253.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
256.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
257.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
258.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
259.0,"Sergio (replica B)",-0.578125,0.7,8
260.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
261.0,"Sergio (replica B)",-0.578125,0.7,8
262.0,"Sergio (replica B)",-0.578125,0.7,8
264.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
265.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
267.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
268.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
269.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
271.0,"Sergio (replica B)",-0.5859375,0.7,8
272.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
275.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
278.0,"Sergio (replica B)",-0.5859375,0.7,8
279.0,"Sergio (replica B)",-0.5859375,0.7,8
280.0,"Sergio (replica B)",-0.5859375,0.7,8
282.0,"Sergio (replica B)",-0.5859375,0.7,8
288.0,"Sergio (replica B)",-0.578125,0.7,8
291.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
294.0,"Sergio (replica B)",-0.578125,0.7,8
301.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
304.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
305.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
306.0,"Sergio (replica B)",-0.5859375,0.7,8
307.0,"Sergio (replica B)",-0.5859375,0.7,8
308.0,"Sergio (replica B)",-0.5859375,0.7,8
309.0,"Sergio (replica B)",-0.5859375,0.7,8
310.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
312.0,"Sergio (replica B)",-0.5859375,0.7,8
313.0,"Sergio (replica B)",-0.5859375,0.7,8
315.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
317.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
320.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
322.0,"Sergio (replica B)",-0.5859375,0.7,8
323.0,"Sergio (replica B)",-0.5859375,0.7,8
326.0,"Sergio (replica B)",-0.5859375,0.7,8
330.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
332.0,"Sergio (replica B)",-0.5859375,0.7,8
333.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
336.0,"Sergio (replica B)",-0.578125,0.7,8
342.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
343.0,"Sergio (replica B)",-0.5859375,0.7,8
346.0,"Sergio (replica B)",-0.5859375,0.7,8
349.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
357.0,"Sergio (replica B)",-0.5859375,0.7,8
362.0,"Sergio (replica B)",-0.5859375,0.7,8
363.0,"Sergio (replica B)",-0.5859375,0.7,8
364.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
365.0,"Sergio (replica B)",-0.5859375,0.7,8
366.0,"Sergio (replica B)",-0.5859375,0.7,8
367.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
368.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
370.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
371.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
373.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
375.0,"Sergio (replica B)",-0.5859375,0.7,8
378.0,"Sergio (replica B)",-0.578125,0.7,8
380.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
381.0,"Sergio (replica B)",-0.5859375,0.7,8
384.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
388.0,"Sergio (replica B)",-0.5859375,0.7,8
394.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
396.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
400.0,"Sergio (replica B)",-0.5859375,0.7,8
407.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
408.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
411.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
415.0,"Sergio (replica B)",-0.5859375,0.7,8
426.0,"Sergio (replica B)",-0.5859375,0.7,8
430.0,"Sergio (replica B)",-0.5859375,0.7,8
431.0,"Sergio (replica B)",-0.5859375,0.7,8
432.0,"Sergio (replica B)",-0.5859375,0.7,8
433.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
434.0,"Sergio (replica B)",-0.5859375,0.7,8
435.0,"Sergio (replica B)",-0.5859375,0.7,8
436.0,"Sergio (replica B)",-0.5859375,0.7,8
437.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
438.0,"Sergio (replica B)",-0.578125,0.7,8
439.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
441.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
443.0,"Sergio (replica B)",-0.578125,0.7,8
446.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
449.0,"Sergio (replica B)",-0.5859375,0.7,8
452.0,"Sergio (replica B)",-0.578125,0.7,8
456.0,"Sergio (replica B)",-0.5859375,0.7,8
462.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
468.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
469.0,"Sergio (replica B)",-0.5859375,0.7,8
471.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
475.0,"Sergio (replica B)",-0.5859375,0.7,8
483.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
485.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
490.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
494.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
506.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
512.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
513.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
514.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
515.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
516.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
517.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
518.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
519.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
520.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
521.0,"Sergio (replica B)",-0.5859375,0.7,8
523.0,"Sergio (replica B)",-0.5859375,0.7,8
525.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
528.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
531.0,"Sergio (replica B)",-0.5859375,0.7,8
534.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
537.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
538.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
543.0,"Sergio (replica B)",-0.5859375,0.7,8
544.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
550.0,"Sergio (replica B)",-0.5859375,0.7,8
557.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
558.0,"Sergio (replica B)",-0.5755208333333334,0.7,8
560.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
565.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
576.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
577.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
582.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
588.0,"Sergio (replica B)",-0.5859375,0.7,8
602.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
608.0,"Sergio (replica B)",-0.5859375,0.7,8
609.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
610.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
611.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
612.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
613.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
614.0,"Sergio (replica B)",-0.5859375,0.7,8
616.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
617.0,"Sergio (replica B)",-0.578125,0.7,8
618.0,"Sergio (replica B)",-0.5859375,0.7,8
619.0,"Sergio (replica B)",-0.5859375,0.7,8
621.0,"Sergio (replica B)",-0.5859375,0.7,8
624.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
627.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
630.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
634.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
640.0,"Sergio (replica B)",-0.5859375,0.7,8
645.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
646.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
653.0,"Sergio (replica B)",-0.5859375,0.7,8
661.0,"Sergio (replica B)",-0.5859375,0.7,8
664.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
666.0,"Sergio (replica B)",-0.5859375,0.7,8
672.0,"Sergio (replica B)",-0.5859375,0.7,8
684.0,"Sergio (replica B)",-0.5911458333333334,0.7,8
686.0,"Sergio (replica B)",-0.5911458333333334,0.7,8
693.0,"Sergio (replica B)",-0.5859375,0.7,8
698.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
715.0,"Sergio (replica B)",-0.5859375,0.7,8
724.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
725.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
726.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
727.0,"Sergio (replica B)",-0.5859375,0.7,8
728.0,"Sergio (replica B)",-0.578125,0.7,8
729.0,"Sergio (replica B)",-0.5859375,0.7,8
730.0,"Sergio (replica B)",-0.5859375,0.7,8
732.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
733.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
734.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
735.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
736.0,"Sergio (replica B)",-0.5859375,0.7,8
737.0,"Sergio (replica B)",-0.5859375,0.7,8
740.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
743.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
746.0,"Sergio (replica B)",-0.5859375,0.7,8
750.0,"Sergio (replica B)",-0.5859375,0.7,8
756.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
760.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
762.0,"Sergio (replica B)",-0.5859375,0.7,8
768.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
769.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
777.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
788.0,"Sergio (replica B)",-0.5859375,0.7,8
789.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
792.0,"Sergio (replica B)",-0.5885416666666666,0.7,8
800.0,"Sergio (replica B)",-0.5833333333333334,0.7,8
814.0,"Sergio (replica B)",-0.5807291666666666,0.7,8
