"mc","physicist","E","T","L"
38971.0,"Sergio (replica B)",-0.5779622396,0.9,8
38972.0,"Sergio (replica B)",-0.5779622396,0.9,8
38973.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
38975.0,"Sergio (replica B)",-0.5782877604,0.9,8
38976.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
38978.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
38980.0,"Sergio (replica B)",-0.5782877604,0.9,8
38983.0,"Sergio (replica B)",-0.5756835937333333,0.9,8
38986.0,"Sergio (replica B)",-0.5779622396,0.9,8
38989.0,"Sergio (replica B)",-0.5782877604,0.9,8
38993.0,"Sergio (replica B)",-0.5802408854,0.9,8
38999.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
39005.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
39012.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
39020.0,"Sergio (replica B)",-0.5779622396,0.9,8
39031.0,"Sergio (replica B)",-0.5740559896,0.9,8
39043.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
39057.0,"Sergio (replica B)",-0.5802408854,0.9,8
39074.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
39095.0,"Sergio (replica B)",-0.5812174479333333,0.9,8
39119.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
39139.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
39148.0,"Sergio (replica B)",-0.5825195312666667,0.9,8
39182.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
39223.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
39271.0,"Sergio (replica B)",-0.5818684896,0.9,8
39329.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
39397.0,"Sergio (replica B)",-0.5734049479333333,0.9,8
39479.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
39554.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
39575.0,"Sergio (replica B)",-0.5782877604,0.9,8
39656.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
39691.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
39828.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
39991.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
40184.0,"Sergio (replica B)",-0.5779622396,0.9,8
40415.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
40689.0,"Sergio (replica B)",-0.5756835937333333,0.9,8
40960.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
41015.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
41331.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
41402.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
41863.0,"Sergio (replica B)",-0.5779622396,0.9,8
42411.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
42509.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
42653.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
43063.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
43837.0,"Sergio (replica B)",-0.5782877604,0.9,8
43938.0,"Sergio (replica B)",-0.5763346354,0.9,8
44353.0,"Sergio (replica B)",-0.5779622396,0.9,8
44759.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
45855.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
46340.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
46341.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
46342.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
46343.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
46344.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
46345.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
46346.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
46348.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
46349.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
46351.0,"Sergio (replica B)",-0.5782877604,0.9,8
46353.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
46356.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
46359.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
46362.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
46366.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
46372.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
46378.0,"Sergio (replica B)",-0.5782877604,0.9,8
46385.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
46393.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
46404.0,"Sergio (replica B)",-0.5821940104,0.9,8
46416.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
46430.0,"Sergio (replica B)",-0.5838216146,0.9,8
46447.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
46468.0,"Sergio (replica B)",-0.5802408854,0.9,8
46492.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
46521.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
46545.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
46555.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
46596.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
46644.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
46702.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
46770.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
46852.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
46948.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
47037.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
47064.0,"Sergio (replica B)",-0.5799153646,0.9,8
47159.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
47201.0,"Sergio (replica B)",-0.5763346354,0.9,8
47364.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
47557.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
47788.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
48062.0,"Sergio (replica B)",-0.5834960937333333,0.9,8
48388.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
48708.0,"Sergio (replica B)",-0.5756835937333333,0.9,8
48775.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
49152.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
49236.0,"Sergio (replica B)",-0.5724283854,0.9,8
49784.0,"Sergio (replica B)",-0.5747070312666667,0.9,8
50436.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
50552.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
50724.0,"Sergio (replica B)",-0.5747070312666667,0.9,8
51210.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
52132.0,"Sergio (replica B)",-0.5760091146,0.9,8
52251.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
52744.0,"Sergio (replica B)",-0.5779622396,0.9,8
53228.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
54532.0,"Sergio (replica B)",-0.5779622396,0.9,8
55108.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
55109.0,"Sergio (replica B)",-0.5779622396,0.9,8
55110.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
55111.0,"Sergio (replica B)",-0.5760091146,0.9,8
55112.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
55113.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
55114.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
55116.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
55117.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
55119.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
55121.0,"Sergio (replica B)",-0.5782877604,0.9,8
55124.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
55127.0,"Sergio (replica B)",-0.5734049479333333,0.9,8
55130.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
55134.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
55140.0,"Sergio (replica B)",-0.5727539062666667,0.9,8
55146.0,"Sergio (replica B)",-0.5737304687333333,0.9,8
55153.0,"Sergio (replica B)",-0.5756835937333333,0.9,8
55161.0,"Sergio (replica B)",-0.5760091146,0.9,8
55172.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
55184.0,"Sergio (replica B)",-0.5779622396,0.9,8
55198.0,"Sergio (replica B)",-0.5760091146,0.9,8
55215.0,"Sergio (replica B)",-0.5737304687333333,0.9,8
55236.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
55260.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
55289.0,"Sergio (replica B)",-0.5760091146,0.9,8
55323.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
55351.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
55364.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
55412.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
55470.0,"Sergio (replica B)",-0.5782877604,0.9,8
55538.0,"Sergio (replica B)",-0.5763346354,0.9,8
55620.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
55716.0,"Sergio (replica B)",-0.5743815104,0.9,8
55832.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
55938.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
55969.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
56081.0,"Sergio (replica B)",-0.5799153646,0.9,8
56132.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
56325.0,"Sergio (replica B)",-0.5782877604,0.9,8
56556.0,"Sergio (replica B)",-0.5737304687333333,0.9,8
56830.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
57156.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
57543.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
57925.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
58004.0,"Sergio (replica B)",-0.5743815104,0.9,8
58450.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
58552.0,"Sergio (replica B)",-0.5802408854,0.9,8
59204.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
59978.0,"Sergio (replica B)",-0.5815429687333333,0.9,8
60117.0,"Sergio (replica B)",-0.5782877604,0.9,8
60322.0,"Sergio (replica B)",-0.5763346354,0.9,8
60900.0,"Sergio (replica B)",-0.5782877604,0.9,8
61996.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
62137.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
62724.0,"Sergio (replica B)",-0.5782877604,0.9,8
63300.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
64849.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
65536.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
65537.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
65538.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
65539.0,"Sergio (replica B)",-0.5799153646,0.9,8
65540.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
65541.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
65542.0,"Sergio (replica B)",-0.5799153646,0.9,8
65544.0,"Sergio (replica B)",-0.5779622396,0.9,8
65545.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
65547.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
65549.0,"Sergio (replica B)",-0.5763346354,0.9,8
65552.0,"Sergio (replica B)",-0.5779622396,0.9,8
65555.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
65558.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
65562.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
65568.0,"Sergio (replica B)",-0.5782877604,0.9,8
65574.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
65581.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
65589.0,"Sergio (replica B)",-0.5760091146,0.9,8
65600.0,"Sergio (replica B)",-0.5763346354,0.9,8
65612.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
65626.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
65643.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
65664.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
65688.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
65717.0,"Sergio (replica B)",-0.5740559896,0.9,8
65751.0,"Sergio (replica B)",-0.5760091146,0.9,8
65792.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
65823.0,"Sergio (replica B)",-0.5763346354,0.9,8
65840.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
65898.0,"Sergio (replica B)",-0.5812174479333333,0.9,8
65966.0,"Sergio (replica B)",-0.5782877604,0.9,8
66048.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
66144.0,"Sergio (replica B)",-0.5799153646,0.9,8
66260.0,"Sergio (replica B)",-0.5737304687333333,0.9,8
66397.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
66521.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
66560.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
66693.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
66753.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
66984.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
67258.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
67584.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
67971.0,"Sergio (replica B)",-0.5743815104,0.9,8
68432.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
68885.0,"Sergio (replica B)",-0.5747070312666667,0.9,8
68980.0,"Sergio (replica B)",-0.5763346354,0.9,8
69510.0,"Sergio (replica B)",-0.5779622396,0.9,8
69632.0,"Sergio (replica B)",-0.5802408854,0.9,8
70406.0,"Sergio (replica B)",-0.5799153646,0.9,8
71328.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
71492.0,"Sergio (replica B)",-0.5763346354,0.9,8
71735.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
72424.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
73728.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
73894.0,"Sergio (replica B)",-0.5799153646,0.9,8
74591.0,"Sergio (replica B)",-0.5763346354,0.9,8
75277.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
77121.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
77934.0,"Sergio (replica B)",-0.5799153646,0.9,8
77935.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
77936.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
77937.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
77938.0,"Sergio (replica B)",-0.5763346354,0.9,8
77939.0,"Sergio (replica B)",-0.5747070312666667,0.9,8
77940.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
77941.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
77943.0,"Sergio (replica B)",-0.5760091146,0.9,8
77944.0,"Sergio (replica B)",-0.5763346354,0.9,8
77946.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
77948.0,"Sergio (replica B)",-0.5763346354,0.9,8
77951.0,"Sergio (replica B)",-0.5812174479333333,0.9,8
77954.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
77957.0,"Sergio (replica B)",-0.5799153646,0.9,8
77961.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
77967.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
77973.0,"Sergio (replica B)",-0.5779622396,0.9,8
77980.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
77988.0,"Sergio (replica B)",-0.5760091146,0.9,8
77999.0,"Sergio (replica B)",-0.5740559896,0.9,8
78011.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
78025.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
78042.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
78063.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
78087.0,"Sergio (replica B)",-0.5802408854,0.9,8
78116.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
78150.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
78191.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
78239.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
78278.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
78297.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
78365.0,"Sergio (replica B)",-0.5779622396,0.9,8
78447.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
78543.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
78659.0,"Sergio (replica B)",-0.5760091146,0.9,8
78796.0,"Sergio (replica B)",-0.5779622396,0.9,8
78959.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
79108.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
79152.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
79313.0,"Sergio (replica B)",-0.5782877604,0.9,8
79383.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
79657.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
79983.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
80370.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
80831.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
81379.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
81920.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
82031.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
82662.0,"Sergio (replica B)",-0.5756835937333333,0.9,8
82805.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
83727.0,"Sergio (replica B)",-0.5799153646,0.9,8
84823.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
85019.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
85307.0,"Sergio (replica B)",-0.5779622396,0.9,8
86127.0,"Sergio (replica B)",-0.5782877604,0.9,8
87676.0,"Sergio (replica B)",-0.5763346354,0.9,8
87876.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
88706.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
89520.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
91712.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
92680.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
92681.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
92682.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
92683.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
92684.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
92685.0,"Sergio (replica B)",-0.5812174479333333,0.9,8
92686.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
92687.0,"Sergio (replica B)",-0.5782877604,0.9,8
92689.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
92690.0,"Sergio (replica B)",-0.5799153646,0.9,8
92692.0,"Sergio (replica B)",-0.5825195312666667,0.9,8
92694.0,"Sergio (replica B)",-0.5802408854,0.9,8
92697.0,"Sergio (replica B)",-0.5782877604,0.9,8
92700.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
92703.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
92707.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
92713.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
92719.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
92726.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
92734.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
92745.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
92757.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
92771.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
92788.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
92809.0,"Sergio (replica B)",-0.5779622396,0.9,8
92833.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
92862.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
92896.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
92937.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
92985.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
93043.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
93090.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
93111.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
93193.0,"Sergio (replica B)",-0.5779622396,0.9,8
93289.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
93405.0,"Sergio (replica B)",-0.5782877604,0.9,8
93542.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
93705.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
93898.0,"Sergio (replica B)",-0.5799153646,0.9,8
94075.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
94129.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
94319.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
94403.0,"Sergio (replica B)",-0.5782877604,0.9,8
94729.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
95116.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
95577.0,"Sergio (replica B)",-0.5779622396,0.9,8
96125.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
96777.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
97418.0,"Sergio (replica B)",-0.5782877604,0.9,8
97551.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
98304.0,"Sergio (replica B)",-0.5782877604,0.9,8
98473.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
99569.0,"Sergio (replica B)",-0.5763346354,0.9,8
100873.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
101105.0,"Sergio (replica B)",-0.5730794270666667,0.9,8
101448.0,"Sergio (replica B)",-0.5779622396,0.9,8
102422.0,"Sergio (replica B)",-0.5760091146,0.9,8
104266.0,"Sergio (replica B)",-0.5750325520666667,0.9,8
104503.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
105489.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
106458.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
109065.0,"Sergio (replica B)",-0.5760091146,0.9,8
110216.0,"Sergio (replica B)",-0.5799153646,0.9,8
110217.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
110218.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
110219.0,"Sergio (replica B)",-0.5821940104,0.9,8
110220.0,"Sergio (replica B)",-0.5802408854,0.9,8
110221.0,"Sergio (replica B)",-0.5815429687333333,0.9,8
110222.0,"Sergio (replica B)",-0.5831705729333333,0.9,8
110223.0,"Sergio (replica B)",-0.5812174479333333,0.9,8
110225.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
110226.0,"Sergio (replica B)",-0.5802408854,0.9,8
110228.0,"Sergio (replica B)",-0.5799153646,0.9,8
110230.0,"Sergio (replica B)",-0.5818684896,0.9,8
110233.0,"Sergio (replica B)",-0.5799153646,0.9,8
110236.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
110239.0,"Sergio (replica B)",-0.5802408854,0.9,8
110243.0,"Sergio (replica B)",-0.5831705729333333,0.9,8
110249.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
110255.0,"Sergio (replica B)",-0.5763346354,0.9,8
110262.0,"Sergio (replica B)",-0.5799153646,0.9,8
110270.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
110281.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
110293.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
110307.0,"Sergio (replica B)",-0.5802408854,0.9,8
110324.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
110345.0,"Sergio (replica B)",-0.5825195312666667,0.9,8
110369.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
110398.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
110432.0,"Sergio (replica B)",-0.5831705729333333,0.9,8
110473.0,"Sergio (replica B)",-0.5799153646,0.9,8
110521.0,"Sergio (replica B)",-0.5812174479333333,0.9,8
110579.0,"Sergio (replica B)",-0.5779622396,0.9,8
110647.0,"Sergio (replica B)",-0.5766601562666667,0.9,8
110703.0,"Sergio (replica B)",-0.5825195312666667,0.9,8
110729.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
110825.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
110941.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
111078.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
111241.0,"Sergio (replica B)",-0.5802408854,0.9,8
111434.0,"Sergio (replica B)",-0.5799153646,0.9,8
111665.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
111876.0,"Sergio (replica B)",-0.5815429687333333,0.9,8
111939.0,"Sergio (replica B)",-0.5782877604,0.9,8
112164.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
112265.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
112652.0,"Sergio (replica B)",-0.5779622396,0.9,8
113113.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
113661.0,"Sergio (replica B)",-0.5782877604,0.9,8
114313.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
115087.0,"Sergio (replica B)",-0.5756835937333333,0.9,8
115851.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
116009.0,"Sergio (replica B)",-0.5792643229333333,0.9,8
116902.0,"Sergio (replica B)",-0.5773111979333333,0.9,8
117105.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
118409.0,"Sergio (replica B)",-0.5782877604,0.9,8
119958.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
120235.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
120644.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
121802.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
123994.0,"Sergio (replica B)",-0.5779622396,0.9,8
124275.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
125449.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
126601.0,"Sergio (replica B)",-0.5815429687333333,0.9,8
129700.0,"Sergio (replica B)",-0.5769856770666667,0.9,8
131072.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
131073.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
131074.0,"Sergio (replica B)",-0.5812174479333333,0.9,8
131075.0,"Sergio (replica B)",-0.5799153646,0.9,8
131076.0,"Sergio (replica B)",-0.5831705729333333,0.9,8
131077.0,"Sergio (replica B)",-0.5847981770666667,0.9,8
131078.0,"Sergio (replica B)",-0.5799153646,0.9,8
131080.0,"Sergio (replica B)",-0.5802408854,0.9,8
131081.0,"Sergio (replica B)",-0.5828450520666667,0.9,8
131083.0,"Sergio (replica B)",-0.5802408854,0.9,8
131085.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
131088.0,"Sergio (replica B)",-0.5808919270666667,0.9,8
131091.0,"Sergio (replica B)",-0.5815429687333333,0.9,8
131094.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
131098.0,"Sergio (replica B)",-0.5831705729333333,0.9,8
131104.0,"Sergio (replica B)",-0.5821940104,0.9,8
131110.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
131117.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
131125.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
131136.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
131148.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
131162.0,"Sergio (replica B)",-0.5776367187333333,0.9,8
131179.0,"Sergio (replica B)",-0.5799153646,0.9,8
131200.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
131224.0,"Sergio (replica B)",-0.5753580729333333,0.9,8
131253.0,"Sergio (replica B)",-0.5805664062666667,0.9,8
131287.0,"Sergio (replica B)",-0.5786132812666667,0.9,8
131328.0,"Sergio (replica B)",-0.5789388020666667,0.9,8
131376.0,"Sergio (replica B)",-0.5795898437333333,0.9,8
131434.0,"Sergio (replica B)",-0.5825195312666667,0.9,8
131502.0,"Sergio (replica B)",-0.5782877604,0.9,8
131584.0,"Sergio (replica B)",-0.5802408854,0.9,8
131648.0,"Sergio (replica B)",-0.5802408854,0.9,8
