,mc,parameter,observable,value,T,β(1-C)
313,5,14,Correlation,0.5613884006666663,0.9000000000000099,0.48734622148147655
314,5,15,Correlation,0.5533632239999998,0.9000000000000099,0.4962630844444392
315,5,16,Correlation,0.5483753733333339,0.9000000000000099,0.5018051407407347
316,5,17,Correlation,0.5405368246666666,0.9000000000000099,0.5105146392592537
317,5,18,Correlation,0.537246662666667,0.9000000000000099,0.5141703748148088
318,5,20,Correlation,0.5267049779999999,0.9000000000000099,0.5258833577777721
319,5,21,Correlation,0.5215383233333334,0.9000000000000099,0.5316240851851792
320,5,23,Correlation,0.5127647566666667,0.9000000000000099,0.5413724925925867
321,5,24,Correlation,0.5096868693333343,0.9000000000000099,0.5447923674074003
322,5,26,Correlation,0.5015520913333333,0.9000000000000099,0.5538310096296235
323,5,28,Correlation,0.49507712266666704,0.9000000000000099,0.5610254192592526
324,5,30,Correlation,0.48863925800000013,0.9000000000000099,0.5681786022222158
325,5,32,Correlation,0.4823772380000007,0.9000000000000099,0.5751364022222152
326,5,35,Correlation,0.4739704813333338,0.9000000000000099,0.584477242962956
327,5,37,Correlation,0.4684391153333331,0.9000000000000099,0.5906232051851789
328,5,40,Correlation,0.4618226739999995,0.9000000000000099,0.5979748066666606
329,5,43,Correlation,0.4548888826666666,0.9000000000000099,0.6056790192592527
330,5,46,Correlation,0.44905320666666687,0.9000000000000099,0.6121631037036968
331,5,49,Correlation,0.44333519866666626,0.9000000000000099,0.6185164459259196
332,5,53,Correlation,0.4361806840000005,0.9000000000000099,0.6264659066666592
333,5,57,Correlation,0.42997519666666684,0.9000000000000099,0.6333608925925854
334,5,61,Correlation,0.4236879939999997,0.9000000000000099,0.6403466733333266
335,5,65,Correlation,0.4185136453333333,0.9000000000000099,0.6460959496296225
336,5,70,Correlation,0.41257351933333297,0.9000000000000099,0.6526960896296229
337,5,75,Correlation,0.40714000533333367,0.9000000000000099,0.6587333274073999
338,5,81,Correlation,0.4004542493333331,0.9000000000000099,0.666161945185178
339,5,86,Correlation,0.3954258373333332,0.9000000000000099,0.6717490696296223
340,5,93,Correlation,0.38942546133333306,0.9000000000000099,0.678416154074067
341,5,100,Correlation,0.38348598866666633,0.9000000000000099,0.6850155681481409
342,5,107,Correlation,0.37805181933333315,0.9000000000000099,0.6910535340740668
343,5,114,Correlation,0.37319954533333316,0.9000000000000099,0.6964449496296221
344,5,123,Correlation,0.3668146059999997,0.9000000000000099,0.7035393266666592
345,5,132,Correlation,0.36132489266666706,0.9000000000000099,0.70963900814814
346,5,141,Correlation,0.35597842199999985,0.9000000000000099,0.7155795311111034
347,5,151,Correlation,0.3506294620000003,0.9000000000000099,0.7215228199999917
348,5,162,Correlation,0.34550496200000014,0.9000000000000099,0.7272167088888807
349,5,174,Correlation,0.3406421226666666,0.9000000000000099,0.7326198637036957
350,5,187,Correlation,0.33547878466666636,0.9000000000000099,0.7383569059259182
351,5,200,Correlation,0.3304745726666662,0.9000000000000099,0.7439171414814738
352,5,215,Correlation,0.32541791133333275,0.9000000000000099,0.7495356540740664
353,5,231,Correlation,0.3202812580000002,0.9000000000000099,0.7552430466666582
354,5,247,Correlation,0.31588132600000035,0.9000000000000099,0.7601318599999912
355,5,265,Correlation,0.3108334366666666,0.9000000000000099,0.7657406259259176
356,5,284,Correlation,0.30676723399999956,0.9000000000000099,0.7702586288888809
357,5,305,Correlation,0.3012709546666661,0.9000000000000099,0.776365605925918
358,5,327,Correlation,0.2973880266666673,0.9000000000000099,0.7806799703703611
359,5,351,Correlation,0.2923288546666666,0.9000000000000099,0.7863012725925841
360,5,376,Correlation,0.28780457533333303,0.9000000000000099,0.7913282496296212
361,5,403,Correlation,0.2835126386666667,0.9000000000000099,0.7960970681481394
362,5,432,Correlation,0.279883928666667,0.9000000000000099,0.8001289681481389
363,5,464,Correlation,0.27557080533333356,0.9000000000000099,0.8049213274073983
364,5,497,Correlation,0.27127851466666647,0.9000000000000099,0.8096905392592505
365,5,533,Correlation,0.2671447039999999,0.9000000000000099,0.8142836622222134
366,5,572,Correlation,0.26280567200000005,0.9000000000000099,0.8191048088888798
